latitude,longitude,elevacao
-30.390475,-56.453167,115.8833923339844
-3.029735,-62.041227,25.23196601867676
-23.425529,-46.48609,738.5281372070312
1.387621,48.479569,-4589.87255859375
-23.425529,-46.487607,738.5498657226562
3.851355,-51.823056,13.54390716552734
-3.7771,-38.533,25.74105072021484
-23.42552,-46.487609,738.5491943359375
-46.487609,-23.425529,-4583.0341796875
-23.42529,-46.487609,738.5423583984375
-23.425529,-46.787609,761.2503662109375
-11.026444,-68.751194,192.2033538818359
-3.029735,-60.029735,61.49058151245117
-23.425529,46.487609,1378.544311523438
-29.990541,-51.175363,4.288490295410156
-3.027735,-60.041227,80.54088592529297
-19.632012,-43.964025,829.428466796875
-2.029735,-60.041227,123.7668151855469
-3.580134,-38.847904,23
-23.92346,-46.391145,3.387969970703125
-23.925013,-46.372433,4.236789703369141
-8.129981,-34.918344,8.244660377502441
22.885129,43.183987,1007.948608398438
-23.963539,-46.291045,2.271183729171753
-26.963539,-46.291054,-590.7002563476562
-23.934949,-46.314834,2.422009706497192
22.873014,43.230902,1022.10498046875
