latitude,longitude,elevacao
-29.894283,-51.173923,14.40011692047119
-22.313276,-49.133789,596.5853881835938
-23.008442,-47.144659,656.1348876953125
23.425529,46.487609,1103.664672851562
-1.424906,-48.49127,2.675423383712769
-25.532708,-49.174669,910.8397216796875
-23.613097,-46.545183,738.5661010742188
-18.856357,-41.941383,167.3535614013672
-19.706232,-47.979743,782.5652465820312
-26.950575,-48.750261,13.24004650115967
-19.375669,-43.57543,1083.590087890625
-19.947702,-44.160691,847.5840454101562
-22.876618,-43.211749,2.425545930862427
-29.989934,-51.176718,4.021640300750732
-23.262304,-45.950952,573.2146606445312
-22.883193,-43.117472,3.212179183959961
-24.988688,-53.329886,788.7807006835938
-21.286838,-46.692812,848.5479125976562
-22.44143,-44.368614,394.1265258789062
-25.517412,-49.321523,895.5503540039062
-29.715709,-51.111095,12.17774486541748
-22.873494,-43.233163,11.51378726959229
-23.528605,-46.740544,719.3848876953125
-23.924202,-46.372288,3.123483657836914
-26.904543,-48.656028,4.895272254943848
-22.875688,-47.124929,640.3705444335938
-22.842349,-47.150053,621.5459594726562
-23.423586,-47.35866,593.6737060546875
-23.74841,-46.583398,762.2512817382812
-23.642804,-46.325548,755.8375854492188
-23.573073,-46.604626,726.2249145507812
-29.771028,-52.420889,45.78161239624023
-23.052352,-45.625589,577.074951171875
-21.586401,-45.47072,914.6766357421875
-23.747239,-46.559391,809.93701171875
-23.494815,-46.843764,777.644775390625
-23.58439,-46.677267,732.803955078125
-12.832,-38.4034,78.91890716552734
-23.681718,-46.697327,726.4576416015625
-23.947927,-46.315956,2.654851913452148
-26.903933,-48.71163,3.721233606338501
-23.538573,-46.755232,734.0836791992188
-23.223612,-45.861625,625.1384887695312
-29.78823,-52.407895,66.24083709716797
-12.642467,-38.306291,25.75006103515625
-22.828385,-43.246138,1.471499085426331
-20.227518,-40.368443,0.1049806177616119
-16.39706,-48.932505,1112.01806640625
-23.963137,-46.472959,3.995086908340454
-25.514891,-48.527652,11.245361328125
-23.924157,-46.386852,2.291577100753784
-22.22338,-45.873405,817.0100708007812
-22.882422,-43.231486,9.305255889892578
-22.812505,-43.274016,2.556159496307373
-20.233624,-40.372041,30.98603439331055
-23.922421,-46.384537,1.797443509101868
-19.925639,-44.050901,916.8549194335938
-23.425529,-46.487609,738.550048828125
-18.876518,-48.30697,858.1144409179688
-22.895512,-43.183987,2.42939281463623
-23.926389,-46.341944,1.198023438453674
-22.876337,-43.223938,1.004196405410767
-23.9475,-46.277222,7.677274227142334
-22.805,-43.2376,11.11448287963867
-23.757186,-46.582209,770.1286010742188
-25.563829,-49.169391,923.4179077148438
-15.66275,-55.982554,193.9634857177734
-22.812647,-43.27387,2.28519868850708
-32.030602,-52.094417,8.896029472351074
-8.365199,-35.043825,49.37937164306641
-29.132459,-51.190494,808.9478759765625
-21.83925,-46.646205,1273.5244140625
-3.029735,-60.041227,73.38240814208984
-16.632042,-49.228669,753.166748046875
-23.967882,-46.328887,1.577010035514832
-3.155787,-59.990834,23.59478950500488
-3.151545,-59.997958,39.55653381347656
-20.25927,-40.296372,1.299584031105042
-23.928333,-46.369167,2.250205993652344
18.5507,48.1638,534.7459716796875
-3.77834,-38.534974,31.91847991943359
-26.223333,-48.800833,4.680029392242432
-8.392991,-34.971536,3.807987689971924
-27.573619,-54.672925,123.3913040161133
-23.407321,-51.98424,559
-21.1819,46.4246,990.3548583984375
-22.883073,-43.236652,4.961084842681885
-27.670113,-48.548154,3.821623802185059
-8.248064,-34.999148,8.616575241088867
-23.931667,-46.365,2.809549331665039
-26.242207,-48.638987,17.09627342224121
-28.234812,-48.667916,26.08668518066406
-18.52234,-48.16148,794.4862670898438
-25.505405,-48.517371,5.033507823944092
-22.925891,-42.078086,4.77785587310791
-26.880534,-48.649086,6.628787994384766
-12.914071,-38.328995,10.24942874908447
18.856357,41.941383,404.3344421386719
-12.9334,-38.5102,3.621471166610718
-23.924612,-46.344577,2.033737182617188
-22.530099,-43.065578,494.9132385253906
-3.130691,-59.964117,79.01624298095703
-23.859532,-46.351225,6.971798419952393
-22.773508,-43.409072,11.19237327575684
-23.927778,-46.371111,2.45312237739563
-22.72203,-47.59494,587.4658813476562
-26.241231,-48.879787,15.37272167205811
-22.81172,-43.287049,6.61932897567749
-5.764685,-35.375289,80.74673461914062
-20.328086,-40.309449,0
-25.517412,-49.343685,906.1236572265625
-18.856357,-43.57543,1109.05029296875
-23.223616,-45.861625,625.14892578125
-22.375077,-41.78068,8.964430809020996
-23.425529,40.98309,-3255.412109375
-23.515852,-46.720741,720.317626953125
-22.873014,-43.230902,24.46534729003906
-12.9708,-38.5139,3.297202587127686
-25.595218,-54.488828,232.1546936035156
-20.239831,-40.370722,2.040435791015625
-23.937382,-46.364221,2.392746686935425
-23.923944,-46.386619,2.119483470916748
-23.949724,-46.313,2.257709264755249
-1.438763,-48.494448,1.751793146133423
-23.923007,-46.381522,2.162352085113525
-22.930628,-43.838309,1.239083409309387
-15.652592,-56.119126,185.2606811523438
23.806797,45.400555,873.9779663085938
-23.963539,-45.400555,-31.45008850097656
-23.922774,-46.318757,2.95638632774353
-23.60545,-46.665641,741.0687255859375
-23.223612,-45.86125,624.7550048828125
23.963539,46.291054,1009.532653808594
18.856357,43.57543,1494.205688476562
-23.927222,-46.334722,0
-23.95909,-46.314841,2.337368011474609
-23.53541,-47.462849,641.875732421875
-15.872229,-47.922192,1063.402709960938
-29.771832,-57.045485,69.1898193359375
-22.822563,-43.281313,1.450450897216797
-23.616957,-46.884909,791.4371948242188
-23.425529,40.98301,-3255.383056640625
-20.328141,-40.329577,2.204176187515259
-23.925552,-46.376209,2.648935079574585
-23.515252,-46.720741,721.3805541992188
18.876518,48.30697,468.985595703125
-23.851501,-46.381161,4.475883483886719
-23.929722,-46.372778,3.502232789993286
-23.499243,-46.407787,733.8611450195312
-26.129881,-48.62656,9.132682800292969
-26.884009,-48.725901,3.731500148773193
-21.640186,-43.456678,703.4732666015625
-3.549535,-38.819589,39.01964950561523
-8.128981,-34.918344,8.405057907104492
-23.561237,-46.668814,771.4014892578125
-22.877543,-43.223631,2.454606056213379
-23.545369,-46.639773,748.2890014648438
-23.543885,-46.652509,764.5413208007812
-23.929578,-46.337235,2.939462184906006
-23.561321,-46.639079,771.1299438476562
-23.313097,-45.81219,711.052734375
-23.563313,-46.671212,755.4185791015625
-22.753518,-47.355252,592.5496826171875
-26.895409,-49.088262,28.61300659179688
-16.042164,-47.95646,1133.092041015625
-2.583208,-44.236233,47.79224014282227
-23.568028,-46.663609,755.1690063476562
-23.010033,-44.317434,2.635076522827148
-23.970583,-46.296805,2.387912273406982
-10.951558,-37.073591,12.33956527709961
-5.774424,-35.20476,5.440578460693359
-23.433333,-46.491667,733.2047119140625
0.050013,-51.069298,17.78997039794922
-3.712706,-38.474235,11.04001808166504
-23.433396,-46.49153,733.2815551757812
-20.322132,-40.340563,4.199756145477295
-26.853597,-48.729149,6.076496601104736
-23.226612,-45.861625,629.2456665039062
23.223612,-45.861625,-3409.628662109375
-23.205404,-45.88246,584.8250732421875
-23.584395,-46.675078,733.4580688476562
-23.328052,-51.138572,571.7543334960938
-7.14304,-34.952771,63.75573348999023
-2.578333,-44.368461,3.747292518615723
-26.236922,-48.589707,7.984711170196533
-1.387621,-48.479569,9.899614334106445
-23.962048,-46.286809,4.157756328582764
-23.000397,-44.243848,0.2222818583250046
-23.568542,-46.618567,766.1627197265625
-23.681138,-46.558066,754.6785278320312
-23.567487,-46.664286,750.4736938476562
-23.567964,-46.660419,758.5431518554688
-23.962603,-46.297071,0
-22.805,-46.2376,1259.58154296875
-22.974703,-43.390658,2.585197925567627
-22.658996,-43.772319,59.22708129882812
-23.84741,-46.397732,6.141431331634521
-23.621322,-46.633415,786.3223876953125
-22.667999,-43.296503,5.644248962402344
-18.846518,-48.30697,896.540771484375
-19.82859,-40.069094,15.98610782623291
-20.468689,-54.676312,553.31103515625
-23.581131,-46.676175,733.2424926757812
-23.545647,-46.640991,751.3951416015625
-18.856357,-41.941283,167.6675262451172
-20.323438,-40.347221,2.42521858215332
-23.548292,-46.637104,748.2639770507812
-23.230052,-45.85687,635.2734375
-23.230052,-23.85687,-4993.07421875
-23.230052,-46.85687,818.0353393554688
-22.896018,-43.215244,2.46098256111145
23.230052,-45.85687,-3251.136474609375
-21.852979,-41.02189,4.841220378875732
-23.957539,-46.275117,4.470627307891846
-20.22563,-40.259651,41.55102157592773
-26.883894,-48.708655,4.120312690734863
-10.0,-20.0,-4411.111328125
-18.186518,-48.30697,778.4359130859375
-22.667999,-43.246138,3.921312093734741
-23.924708,-46.381495,2.848507881164551
23.433333,46.491667,1088.251342773438
-19.948221,-44.025549,903.78466796875
-22.867416,-43.216187,1.788447260856628
-22.805125,-43.337255,4.844353199005127
-23.925556,-46.345556,2.232968807220459
-22.885129,-43.218308,2.316647052764893
-1.387757,-48.479522,9.490866661071777
-20.258764,-40.290486,1.963500142097473
-23.922908,-46.353124,2.273801565170288
-23.56025,-46.659252,830.1676025390625
-23.561237,46.668814,652.0296630859375
-21.75693,-41.319129,9.399279594421387
-23.925556,-46.341944,2.299092054367065
-23.946385,-46.341117,6.066089153289795
-19.871581,-43.966255,824.297119140625
-23.840389,-46.556906,759.1869506835938
-22.822795,-43.280301,0.8627452254295349
-23.972369,-46.266599,1.767594933509827
-48.154906,-21.824126,-4062.269775390625
-23.926551,-46.339192,0.8204031586647034
-26.911512,-48.687165,5.222264766693115
-19.706966,-47.979073,783.3764038085938
-23.948856,-46.31805,2.058835744857788
-23.840839,-46.556906,758.3720092773438
-21.758525,-48.400457,614.8512573242188
26.924455,-46.341649,-4319.30078125
-26.924455,46.341649,-1900.976928710938
-29.222011,-51.33429,718.4368896484375
-23.616128,-46.695469,724.8610229492188
-26.924455,-46.341649,-509.351318359375
-18.850271,-48.276288,895.3436889648438
-15.805118,-47.882269,1080.738159179688
-25.6411,-49.1813,902.1039428710938
-23.85106,-46.38476,4.194808483123779
-22.853377,-43.733123,1.043201684951782
-25.511146,-54.565616,227.3612060546875
-1.544159,-48.747067,13.00961399078369
-28.590784,-56.030806,72.92210388183594
-29.747888,-57.083624,59.91677856445312
-19.022251,-57.689835,125.8942642211914
-23.924656,-46.345949,1.259556770324707
-23.963539,-46.291054,2.262286186218262
4.480429,-61.149013,922.0120849609375
-33.672274,-53.444504,14.27880573272705
-30.912105,-55.508841,219.4262390136719
-32.533532,-53.356914,36.0008544921875
-22.553929,-55.718001,670.539794921875
-19.63277,-43.964248,828.2345581054688
2.841929,-60.694779,81.14091491699219
-22.804953,-43.256672,8.25
-10.94095,-69.56746,243.0435485839844
-23.806797,-45.400555,2.237588882446289
