origem_latitude,origem_longitude,dest_realizado_latitude,dest_realizado_longitude,distancia_text,distancia_value,duracao_text_Google,duracao_value_Google,endereco_origem,endereco_destino
-19.947702,-44.160691,-19.022251,-57.689835,"1,666 km",1665889.0,21 hours 40 mins,78020.0,"Av. Campo de Ourique, 1603 - Jardim Alterosa, Betim - MG, 32670-704, Brazil","Rod. Ramon Gomes - Corumbá, MS, Brazil"
-15.66275,-55.982554,-23.922774,-46.318757,"1,605 km",1605046.0,21 hours 4 mins,75869.0,"R. V, 525 - Distrito Industrial, Cuiabá - MT, 78098-480, Brazil","Unnamed Road, Santos - SP, Brazil"
-23.561321,-46.639079,-23.425529,-46.487609,29.3 km,29336.0,34 mins,2010.0,"R. Barão de Ijuí, 293 - Liberdade, São Paulo - SP, 15020-010, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-22.875688,-47.124929,-23.924656,-46.345949,171 km,171351.0,2 hours 19 mins,8357.0,"R. Osvaldo Blum, 75 - Parque Via Norte, Campinas - SP, 13065-710, Brazil","Av. Eng. Antônio Alves Freire, 85 - Alemoa, Santos - SP, 11010-270, Brazil"
-23.313097,-45.81219,-23.425529,-46.487609,92.3 km,92275.0,1 hour 10 mins,4183.0,"Estr. de Varadouro, Jambeiro - SP, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-22.925891,-42.078086,-23.962603,-46.297071,663 km,662973.0,8 hours 30 mins,30579.0,"Avenida Adolfo Beranger Júnior 5485, Cabo Frio - RJ, 28909-030, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-23.563313,-46.671212,-23.425529,-46.487609,33.5 km,33539.0,44 mins,2636.0,"R. da Consolação, 3658 - Cerqueira César, São Paulo - SP, 01416-002, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.538573,-46.755232,-28.590784,-56.030806,"1,364 km",1363566.0,18 hours 17 mins,65834.0,"Av. Pres. Altíno, 1925 - Jaguaré, São Paulo - SP, 05323-002, Brazil","RN121, Corrientes, Argentina"
-23.928333,-46.369167,-23.008442,-47.144659,167 km,166714.0,2 hours 11 mins,7835.0,"Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-23.425529,-46.487609,-29.894283,-51.173923,"1,163 km",1163002.0,14 hours 11 mins,51075.0,"R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil","Av. Armando Fajardo, 11 - Igara, Canoas - RS, 92410-040, Brazil"
-23.926389,-46.341944,-23.931667,-46.365,4.7 km,4748.0,13 mins,758.0,"Av. Eng. Augusto Barata, 199 - Porto Saboó, Santos - SP, 11081, Brazil","Tv. São Jorge, 710 - Chico de Paula, Santos - SP, 11085-405, Brazil"
-22.753518,-47.355252,-23.425529,-46.487609,153 km,152679.0,1 hour 56 mins,6947.0,"R. Itabirito, 1000 - Jardim Ipiranga, Americana - SP, 13468-520, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-26.895409,-49.088262,-23.425529,-46.487609,630 km,629874.0,8 hours 35 mins,30923.0,"R. Gustavo Salinger, 597 - Itoupava Seca, Blumenau - SC, 89030-310, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-22.883193,-43.117472,-22.930628,-43.838309,95.1 km,95133.0,1 hour 28 mins,5305.0,"Av. Felíciano Sodré, 325 - Centro, Niterói - RJ, 24030-012, Brazil","Sepetiba Tecon - Estrada Prefeito Wilson Pedro Francisco, s/n - Ilha da Madeira, Itaguaí - RJ, 23826-600, Brazil"
-15.66275,-55.982554,-23.970583,-46.296805,"1,601 km",1600838.0,21 hours 6 mins,75979.0,"R. V, 525 - Distrito Industrial, Cuiabá - MT, 78098-480, Brazil","Av. Gov. Mário Covas Júnior, 1285 - Porto Macuco, Santos - SP, 11020-300, Brazil"
-16.042164,-47.95646,-23.425529,-46.487609,997 km,996626.0,11 hours 59 mins,43148.0,"Tipo Nao D Tr 5 Ae, 0 - Santa Maria, Brasília - DF, 72549-520, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-20.227518,-40.368443,-23.927778,-46.371111,"1,012 km",1012171.0,12 hours 59 mins,46741.0,"Estr. Trilho do Trem p/ BR 101 - Padre Mathias, Cariacica - ES, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
-20.239831,-40.370722,-23.425529,-46.487609,935 km,935033.0,12 hours 7 mins,43604.0,"Rod. Gov. Mário Covas, 1864 - Padre Mathias, Cariacica - ES, 29157-100, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-15.66275,-55.982554,-23.425529,-46.487609,"1,540 km",1539962.0,20 hours 5 mins,72274.0,"R. V, 525 - Distrito Industrial, Cuiabá - MT, 78098-480, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.924157,-46.386852,-23.927222,-46.334722,6.0 km,5953.0,16 mins,935.0,"Av. Ver. Alfredo das Neves, 2331a - Alemoa, Santos - SP, 11095-510, Brazil","Av. Eng. Antônio Alves Freire, 1067 - Alemoa, Santos - SP, 11010-270, Brazil"
-23.538573,-46.755232,-29.771832,-57.045485,"1,532 km",1532491.0,20 hours 35 mins,74101.0,"Av. Pres. Altíno, 1925 - Jaguaré, São Paulo - SP, 05323-002, Brazil","R. Perimetral Sul, 253 - Distrito Rodoviário, Uruguaiana - RS, 97513-400, Brazil"
-23.931667,-46.365,-23.962603,-46.297071,11.4 km,11422.0,25 mins,1488.0,"Tv. São Jorge, 710 - Chico de Paula, Santos - SP, 11085-405, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-8.128981,-34.918344,-23.425529,-46.487609,"2,632 km",2631989.0,1 day 13 hours,131956.0,"Terminal de Cargas Azul Recife - Praça Min. Salgado Filho - Imbiribeira, Recife - PE, 51210-902, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-22.877543,-43.223631,-23.962603,-46.297071,507 km,507403.0,6 hours 18 mins,22695.0,"R. Carlos Seidl, 993 - Caju, Rio de Janeiro - RJ, 20931-004, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-22.875688,-47.124929,-23.927222,-46.334722,172 km,172007.0,2 hours 20 mins,8391.0,"R. Osvaldo Blum, 75 - Parque Via Norte, Campinas - SP, 13065-710, Brazil","Av. Eng. Antônio Alves Freire, 1067 - Alemoa, Santos - SP, 11010-270, Brazil"
-29.771028,-52.420889,-29.894283,-51.173923,150 km,149894.0,2 hours 3 mins,7372.0,"RST-471 - Philip Morris - Liberdade, Santa Cruz do Sul - RS, Brazil","Av. Armando Fajardo, 11 - Igara, Canoas - RS, 92410-040, Brazil"
-20.328086,-40.309449,-20.25927,-40.296372,14.0 km,13976.0,29 mins,1734.0,"Rua Beira Mar, 262 - Glória, Vila Velha - ES, 29120-755, Brazil","Via Pardais, 38 - Maria Ortiz, Vitória - ES, 29072-070, Brazil"
-29.989934,-51.176718,-23.425529,-46.487607,"1,157 km",1157011.0,14 hours 12 mins,51129.0,"Avenida Severo Dulius - Anchieta, Porto Alegre - RS, 90200-310, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-19.375669,-43.57543,2.841929,-60.694779,"4,767 km",4766980.0,2 days 20 hours,244129.0,"Jaboticatubas, MG, 35830-000, Brazil","Boa Vista International Airport (BVB) - Praça Santos Dumont, 100 angar gollog - Aeroporto, Boa Vista - RR, 69304-650, Brazil"
-2.583208,-44.236233,-23.425529,-46.487609,"2,944 km",2943878.0,1 day 16 hours,143971.0,"Sao Luiz International Airport (SLZ) - Marechal Cunha Machado - Av. dos Libaneses, 3503 - Tirirical, São Luís - MA, 65056-480, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.223612,-45.861625,-5.774424,-35.20476,"2,831 km",2831076.0,1 day 17 hours,148980.0,"R. Dra. Tânia Lis Tizzoni Nogueira, snº - Campus do CTA, São José dos Campos - SP, 12227-000, Brazil","Av. Eng. Hildebrando de Góis, 220 - Ribeira, Natal - RN, 59010-700, Brazil"
-22.22338,-45.873405,-23.928333,-46.369167,270 km,270131.0,3 hours 49 mins,13754.0,"Rod. Fernão Dias, 848 - Ipiranga, Pouso Alegre - MG, 07053-171, Brazil","Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil"
-22.875688,-47.124929,-23.927778,-46.371111,168 km,167653.0,2 hours 10 mins,7773.0,"R. Osvaldo Blum, 75 - Parque Via Norte, Campinas - SP, 13065-710, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
-23.568028,-46.663609,-23.425529,-46.487609,32.5 km,32452.0,42 mins,2545.0,"R. Oscar Freire, 125 - Jardim Paulista, São Paulo - SP, 01426-001, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-22.930628,-43.838309,-23.922908,-46.353124,473 km,472815.0,5 hours 47 mins,20844.0,"Sepetiba Tecon - Estrada Prefeito Wilson Pedro Francisco, s/n - Ilha da Madeira, Itaguaí - RJ, 23826-600, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-3.029735,-60.041227,-22.828385,-43.246138,"4,287 km",4286677.0,2 days 10 hours,207666.0,"Av Santos Dumont - Tarumã, Manaus - AM, 69049, Brazil","Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil"
-23.926389,-46.341944,-23.425529,-46.487609,89.2 km,89196.0,1 hour 40 mins,5972.0,"Av. Eng. Augusto Barata, 199 - Porto Saboó, Santos - SP, 11081, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.262304,-45.950952,-23.931667,-46.365,153 km,153316.0,2 hours 0 mins,7177.0,"Avenida Getúlio Dorneles Vargas, 3071-3091 - Chacaras Rurais Santa Maria, Jacareí - SP, 12305, Brazil","Tv. São Jorge, 710 - Chico de Paula, Santos - SP, 11085-405, Brazil"
-23.010033,-44.317434,-23.008442,-47.144659,481 km,480638.0,6 hours 23 mins,22992.0,"Porto Angra dos Reis - Centro, Angra dos Reis - RJ, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-20.25927,-40.296372,-30.912105,-55.508841,"2,576 km",2575711.0,1 day 8 hours,115629.0,"Via Pardais, 38 - Maria Ortiz, Vitória - ES, 29072-070, Brazil","Ac. Pôrto Seco, 221 - Internacional, Santana do Livramento - RS, 97577-540, Brazil"
-22.876618,-43.211749,-23.962603,-46.297071,509 km,509278.0,6 hours 23 mins,22966.0,"R. Gen. Gurjão, 105 - Caju, Rio de Janeiro - RJ, 20931-040, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-23.313097,-45.81219,-23.927222,-46.334722,171 km,171315.0,2 hours 9 mins,7765.0,"Estr. de Varadouro, Jambeiro - SP, Brazil","Av. Eng. Antônio Alves Freire, 1067 - Alemoa, Santos - SP, 11010-270, Brazil"
-23.923007,-46.381522,-23.922908,-46.353124,5.0 km,4992.0,14 mins,836.0,"R. Dr. Albert Schweitzer, 1901 - Alemoa, Santos - SP, 11095-520, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-22.828385,-43.246138,-3.77834,-38.534974,"2,568 km",2567735.0,1 day 14 hours,136092.0,"Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil","Ac. Público - Aeroporto, Fortaleza - CE, 60741-900, Brazil"
-23.970583,-46.296805,-23.927778,-46.371111,24.2 km,24232.0,33 mins,1982.0,"Av. Gov. Mário Covas Júnior, 1285 - Porto Macuco, Santos - SP, 11020-300, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
-10.951558,-37.073591,-8.392991,-34.971536,483 km,482676.0,7 hours 11 mins,25857.0,"R. Paulo Henrique Machado Pímentel, 140 - Inácio Barbosa, Aracaju - SE, 49040-740, Brazil","Unnamed Road - Ipojuca, PE, 55590-000, Brazil"
-23.423586,-47.35866,-23.924612,-46.344577,152 km,152097.0,2 hours 8 mins,7655.0,"Rodovia Senador José Ermírio de Moraes, 2-132, Sorocaba - SP, Brasil, Sorocaba - SP, Brazil","Av. Eng. Augusto Barata, 411 - Morro da Penha, Santos - SP, 11095-000, Brazil"
-5.774424,-35.20476,-3.712706,-38.474235,530 km,529842.0,7 hours 29 mins,26960.0,"Av. Eng. Hildebrando de Góis, 220 - Ribeira, Natal - RN, 59010-700, Brazil","Porto de Fortaleza - Av. Vicente de Castro - Cais do Porto, Fortaleza - CE, Brazil"
-15.872229,-47.922192,-25.595218,-54.488828,"1,568 km",1567705.0,20 hours 16 mins,72961.0,"CARGGO Tecnologia em Logística - Transporte de Cargas Aéreas e Rodoviárias, Startap de Mobilidade Logística, Brasília, Aeroporto, Sia, Saan, Asa Norte, Asa Sul, Águas Claras, DF - AEROPORTO INTERNACIONAL DE BRASILIA - TECA - 1º Andar, Sala 07 - Lago Sul, Brasília - DF, 71608-900, Brazil","R. Jardim Alegre, 2102 - Foz do Iguaçu, PR, Brazil"
-21.640186,-43.456678,-22.895512,-43.183987,205 km,204519.0,2 hours 52 mins,10301.0,"Unidade Territorial VII - Juiz de Fora, MG, Brazil","Av. Rodrigues Alves, 81 - Centro, Rio de Janeiro - RJ, 20091-000, Brazil"
-23.433333,-46.491667,-23.425529,-46.487609,1.6 km,1553.0,4 mins,248.0,"Terminal 3 - Rod. Hélio Smidt - Aeroporto, Guarulhos - SP, 07190-100, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-21.286838,-46.692812,-23.927222,-46.334722,371 km,371498.0,4 hours 43 mins,16960.0,"BR-146, nº 100, Guaxupé - MG, 37800-000, Brazil","Av. Eng. Antônio Alves Freire, 1067 - Alemoa, Santos - SP, 11010-270, Brazil"
-23.538573,-46.755232,-19.022251,-57.689835,"1,393 km",1392752.0,16 hours 38 mins,59892.0,"Av. Pres. Altíno, 1925 - Jaguaré, São Paulo - SP, 05323-002, Brazil","Rod. Ramon Gomes - Corumbá, MS, Brazil"
-23.223612,-45.861625,-23.922774,-46.318757,183 km,183261.0,2 hours 26 mins,8745.0,"R. Dra. Tânia Lis Tizzoni Nogueira, snº - Campus do CTA, São José dos Campos - SP, 12227-000, Brazil","Unnamed Road, Santos - SP, Brazil"
0.050013,-51.069298,3.851355,-51.823056,579 km,578628.0,7 hours 42 mins,27695.0,"Aerotop Táxi e UTI Aéreo - R. Hildemar Maia, S/N - Jesus de Nazaré, Macapá - AP, 68908-119, Brazil","Pte. Binacional Franco-Brasileira - Oiapoque, AP, 68980-000, Brazil"
-26.241231,-48.879787,-23.008442,-47.144659,585 km,585261.0,7 hours 30 mins,27009.0,"Perini 2 - Centro (Pirabeiraba), Joinville - SC, 89219, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-22.895512,-43.183987,-23.970583,-46.296805,515 km,514984.0,6 hours 32 mins,23517.0,"Av. Rodrigues Alves, 81 - Centro, Rio de Janeiro - RJ, 20091-000, Brazil","Av. Gov. Mário Covas Júnior, 1285 - Porto Macuco, Santos - SP, 11020-300, Brazil"
-23.613097,-46.545183,-23.927778,-46.371111,57.3 km,57295.0,1 hour 2 mins,3690.0,"Av. Prosperidade, 300 - Prosperidade, São Caetano do Sul - SP, 09220-590, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
-26.241231,-48.879787,-29.771832,-57.045485,"1,245 km",1245465.0,14 hours 49 mins,53339.0,"Perini 2 - Centro (Pirabeiraba), Joinville - SC, 89219, Brazil","R. Perimetral Sul, 253 - Distrito Rodoviário, Uruguaiana - RS, 97513-400, Brazil"
-23.95909,-46.314841,-23.928333,-46.369167,9.5 km,9475.0,22 mins,1331.0,"R. Padre Anchieta, 258 - Macuco, Santos - SP, 11015-120, Brazil","Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil"
-26.950575,-48.750261,-26.242207,-48.638987,99.2 km,99151.0,1 hour 28 mins,5308.0,"R. Antônio Bento da Silva, 98 - Itaipava, Itajaí - SC, 88316-630, Brazil","R. Fernandes Dias, 77 - Centro, São Francisco do Sul - SC, 89240-000, Brazil"
-20.328141,-40.329577,-20.25927,-40.296372,16.2 km,16209.0,33 mins,2003.0,"Av. Capuaba, 21 - Ataíde, Vila Velha - ES, 29119-000, Brazil","Via Pardais, 38 - Maria Ortiz, Vitória - ES, 29072-070, Brazil"
-25.517412,-49.321523,-23.962603,-46.297071,435 km,434598.0,5 hours 47 mins,20813.0,"Rua José Rodrigues Pinheiro, 2590 - Capão Raso, Curitiba - PR, 81170-200, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-23.262304,-45.950952,-23.926389,-46.341944,154 km,153756.0,2 hours 1 min,7277.0,"Avenida Getúlio Dorneles Vargas, 3071-3091 - Chacaras Rurais Santa Maria, Jacareí - SP, 12305, Brazil","Av. Eng. Augusto Barata, 199 - Porto Saboó, Santos - SP, 11081, Brazil"
-22.875688,-47.124929,-23.931667,-46.365,171 km,170782.0,2 hours 17 mins,8205.0,"R. Osvaldo Blum, 75 - Parque Via Norte, Campinas - SP, 13065-710, Brazil","Tv. São Jorge, 710 - Chico de Paula, Santos - SP, 11085-405, Brazil"
-3.712706,-38.474235,-3.7771,-38.533,12.4 km,12395.0,18 mins,1096.0,"Porto de Fortaleza - Av. Vicente de Castro - Cais do Porto, Fortaleza - CE, Brazil","Pinto Martins – Fortaleza International Airport (FOR) - Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza - CE, 60741-900, Brazil"
-29.894283,-51.173923,-32.533532,-53.356914,393 km,393158.0,4 hours 43 mins,16988.0,"Av. Armando Fajardo, 11 - Igara, Canoas - RS, 92410-040, Brazil","BR-116, 700, Jaguarão - RS, 96300-000, Brazil"
-23.262304,-45.950952,-28.590784,-56.030806,"1,462 km",1461666.0,19 hours 29 mins,70156.0,"Avenida Getúlio Dorneles Vargas, 3071-3091 - Chacaras Rurais Santa Maria, Jacareí - SP, 12305, Brazil","RN121, Corrientes, Argentina"
-26.242207,-48.638987,-26.904543,-48.656028,96.1 km,96066.0,1 hour 38 mins,5899.0,"R. Fernandes Dias, 77 - Centro, São Francisco do Sul - SC, 89240-000, Brazil","R. Dr. Pedro Ferreira, 50 - Centro, Itajaí - SC, 88301-030, Brazil"
-23.433396,-46.49153,-23.425529,-46.487609,1.5 km,1547.0,4 mins,247.0,"Terminal 3 - Rod. Hélio Smidt - Aeroporto, Guarulhos - SP, 07190-100, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-25.505405,-48.517371,-26.904543,-48.656028,212 km,211765.0,3 hours 36 mins,12974.0,"Av. Gov. Manoel Ribas, 108 - João Gualberto, Paranaguá - PR, 83221-560, Brazil","R. Dr. Pedro Ferreira, 50 - Centro, Itajaí - SC, 88301-030, Brazil"
-27.573619,-54.672925,-23.957539,-46.275117,"1,252 km",1252115.0,17 hours 18 mins,62267.0,"RS-344, 102, Porto Mauá - RS, 98947-000, Brazil","R. Brg. Eduardo Gomes, 2129 - Sítio Paecara (Vicente de Carvalho), Guarujá - SP, 11460-410, Brazil"
-23.74841,-46.583398,-23.922774,-46.318757,63.2 km,63228.0,1 hour 1 min,3663.0,"Estr. Assumpta Sabatini Rossi, 170 - Batistini, São Bernardo do Campo - SP, 09842-000, Brazil","Unnamed Road, Santos - SP, Brazil"
-23.928333,-46.369167,-25.517412,-49.321523,430 km,429684.0,5 hours 29 mins,19732.0,"Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil","Rua José Rodrigues Pinheiro, 2590 - Capão Raso, Curitiba - PR, 81170-200, Brazil"
-20.322132,-40.340563,-20.25927,-40.296372,11.3 km,11328.0,22 mins,1302.0,"Av. Getúlio Vargas, 666 - Bento Ferreira, Vitória - ES, 29050-626, Brazil","Via Pardais, 38 - Maria Ortiz, Vitória - ES, 29072-070, Brazil"
-29.989934,-51.176718,-23.42552,-46.487609,"1,157 km",1157011.0,14 hours 12 mins,51129.0,"Avenida Severo Dulius - Anchieta, Porto Alegre - RS, 90200-310, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-16.632042,-49.228669,-23.42552,-46.487609,928 km,928010.0,11 hours 30 mins,41387.0,"Av. Santos Dumont Q Area, 915 - Santa Genoveva, Goiânia - GO, 74672-420, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.74841,-46.583398,-23.931667,-46.365,49.8 km,49839.0,46 mins,2738.0,"Estr. Assumpta Sabatini Rossi, 170 - Batistini, São Bernardo do Campo - SP, 09842-000, Brazil","Tv. São Jorge, 710 - Chico de Paula, Santos - SP, 11085-405, Brazil"
-20.328141,-40.329577,-23.008442,-47.144659,"1,020 km",1019640.0,13 hours 19 mins,47931.0,"Av. Capuaba, 21 - Ataíde, Vila Velha - ES, 29119-000, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-20.233624,-40.372041,-23.008442,-47.144659,"1,024 km",1023977.0,13 hours 14 mins,47666.0,"Rod. Gov. Mário Covas, 882 - Padre Mathias, Cariacica - ES, 29157-100, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-23.538573,-46.755232,-23.927778,-46.371111,78.2 km,78195.0,1 hour 8 mins,4098.0,"Av. Pres. Altíno, 1925 - Jaguaré, São Paulo - SP, 05323-002, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
-26.853597,-48.729149,-26.242207,-48.638987,89.0 km,88991.0,1 hour 22 mins,4893.0,"BR-101, 4682 - Salseiros, Itajaí - SC, 88311-600, Brazil","R. Fernandes Dias, 77 - Centro, São Francisco do Sul - SC, 89240-000, Brazil"
-23.573073,-46.604626,-23.922774,-46.318757,85.5 km,85500.0,1 hour 24 mins,5031.0,"R. Guarda de Honra, 301 - Ipiranga, São Paulo - SP, 04201-070, Brazil","Unnamed Road, Santos - SP, Brazil"
-29.894283,-51.173923,-29.989934,-51.176718,14.0 km,14012.0,15 mins,877.0,"Av. Armando Fajardo, 11 - Igara, Canoas - RS, 92410-040, Brazil","Avenida Severo Dulius - Anchieta, Porto Alegre - RS, 90200-310, Brazil"
-23.928333,-46.369167,-29.715709,-51.111095,"1,146 km",1145996.0,13 hours 58 mins,50252.0,"Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil","Estr. Leopoldo Petri, 255 - Santo Afonso, Novo Hamburgo - RS, 93425-320, Brazil"
-29.894283,-51.173923,-28.590784,-56.030806,578 km,578293.0,7 hours 31 mins,27043.0,"Av. Armando Fajardo, 11 - Igara, Canoas - RS, 92410-040, Brazil","RN121, Corrientes, Argentina"
-25.517412,-49.321523,-23.008442,-47.144659,499 km,499104.0,6 hours 18 mins,22703.0,"Rua José Rodrigues Pinheiro, 2590 - Capão Raso, Curitiba - PR, 81170-200, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-23.423586,-47.35866,-23.928333,-46.369167,149 km,148716.0,1 hour 59 mins,7163.0,"Rodovia Senador José Ermírio de Moraes, 2-132, Sorocaba - SP, Brasil, Sorocaba - SP, Brazil","Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil"
-23.226612,-45.861625,-8.128981,-34.918344,"2,535 km",2534762.0,1 day 13 hours,134273.0,"Av. Brg. Faria Lima, s/n - Campus do CTA, São José dos Campos - SP, 12227-000, Brazil","Terminal de Cargas Azul Recife - Praça Min. Salgado Filho - Imbiribeira, Recife - PE, 51210-902, Brazil"
-23.757186,-46.582209,-23.962603,-46.297071,57.4 km,57379.0,58 mins,3472.0,"Estr. Galvão Bueno, 5600 - Batistini, São Bernardo do Campo - SP, 09842-080, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-25.532708,-49.174669,-29.989934,-51.176718,722 km,722464.0,8 hours 34 mins,30824.0,"Unnamed Road - Águas Belas, São José dos Pinhais - PR, 83010, Brazil","Avenida Severo Dulius - Anchieta, Porto Alegre - RS, 90200-310, Brazil"
-22.22338,-45.873405,-23.42529,-46.487609,213 km,213195.0,2 hours 45 mins,9884.0,"Rod. Fernão Dias, 848 - Ipiranga, Pouso Alegre - MG, 07053-171, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.747239,-46.559391,-23.425529,-46.787609,72.9 km,72923.0,1 hour 2 mins,3722.0,"Av. Nicola Demarchi, 1500 - Parque Botujuru, São Bernardo do Campo - SP, 09820-655, Brazil","SP-330, 226 - Parque Sao Domingos, São Paulo - SP, 02675-031, Brazil"
-10.951558,-37.073591,-12.9708,-38.5139,320 km,319994.0,4 hours 40 mins,16784.0,"R. Paulo Henrique Machado Pímentel, 140 - Inácio Barbosa, Aracaju - SE, 49040-740, Brazil","Av. da França, 1553 - Comercio, Salvador - BA, 40010-000, Brasil, Salvador - BA, 40301-155, Brazil"
-25.595218,-54.488828,-1.387621,-48.479569,"3,438 km",3438135.0,1 day 22 hours,166516.0,"R. Jardim Alegre, 2102 - Foz do Iguaçu, PR, Brazil","Vila Aeronautica, 282 - Val de Caes, Belém - PA, 66115-970, Brazil"
-23.052352,-45.625589,-23.922908,-46.353124,198 km,197591.0,2 hours 24 mins,8619.0,"Rod. Floriano Rodrigues Pinheiro, 581 - Jardim Santa Teresa, Taubaté - SP, 12042-000, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-20.328086,-40.309449,-23.425529,-46.487609,935 km,934698.0,12 hours 17 mins,44203.0,"Rua Beira Mar, 262 - Glória, Vila Velha - ES, 29120-755, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.205404,-45.88246,-23.008442,-47.144659,180 km,179922.0,2 hours 11 mins,7865.0,"Pça. Marechal Eduardo Gomes, 2200 - Praça Marechal-do-Ar Eduardo Gomes - Vila Betania, São José dos Campos - SP, 12247-004, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-23.681718,-46.697327,-23.927222,-46.334722,65.4 km,65416.0,1 hour 17 mins,4598.0,"Av. das Nações Unidas, 22428 - Jurubatuba, São Paulo - SP, 04775, Brazil","Av. Eng. Antônio Alves Freire, 1067 - Alemoa, Santos - SP, 11010-270, Brazil"
-25.532708,-49.174669,-23.42552,-46.487609,448 km,447543.0,5 hours 57 mins,21408.0,"Unnamed Road - Águas Belas, São José dos Pinhais - PR, 83010, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
