origem_latitude,origem_longitude,dest_realizado_latitude,dest_realizado_longitude,distancia_text,distancia_value,duracao_text_Google,duracao_value_Google,endereco_origem,endereco_destino
-15.66275,-55.982554,-26.904543,-48.656028,"1,871 km",1871388.0,1 day 1 hour,88761.0,"R. V, 525 - Distrito Industrial, Cuiabá - MT, 78098-480, Brazil","R. Dr. Pedro Ferreira, 50 - Centro, Itajaí - SC, 88301-030, Brazil"
-25.517412,-49.321523,-25.511146,-54.565616,637 km,637074.0,8 hours 37 mins,31006.0,"Rua José Rodrigues Pinheiro, 2590 - Capão Raso, Curitiba - PR, 81170-200, Brazil","Rua Edgard Schimmelpfeng, 640 - Imóvel Acaraizinho, Foz do Iguaçu - PR, 85863-640, Brazil"
-22.313276,-49.133789,-19.022251,-57.689835,"1,095 km",1095029.0,13 hours 47 mins,49591.0,"SP-294 - Nucleo Hab. Edson Francisco da Silva, Bauru - SP, 17057, Brazil","Rod. Ramon Gomes - Corumbá, MS, Brazil"
-21.586401,-45.47072,-23.922774,-46.318757,403 km,403192.0,5 hours 33 mins,19952.0,"Av. José Ribeiro Tristão, 1699 - Aeroporto, Varginha - MG, 37031-075, Brazil","Unnamed Road, Santos - SP, Brazil"
-23.423586,-47.35866,-22.553929,-55.718001,"1,024 km",1024301.0,12 hours 10 mins,43778.0,"Rodovia Senador José Ermírio de Moraes, 2-132, Sorocaba - SP, Brasil, Sorocaba - SP, Brazil","Av. Internacional, 860 - Centro, Ponta Porã - MS, 79904-738, Brazil"
-23.928333,-46.369167,-23.962603,-46.297071,11.2 km,11186.0,23 mins,1363.0,"Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-23.052352,-45.625589,-23.962603,-46.297071,205 km,204859.0,2 hours 33 mins,9205.0,"Rod. Floriano Rodrigues Pinheiro, 581 - Jardim Santa Teresa, Taubaté - SP, 12042-000, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-21.286838,-46.692812,-23.970583,-46.296805,379 km,379455.0,4 hours 57 mins,17809.0,"BR-146, nº 100, Guaxupé - MG, 37800-000, Brazil","Av. Gov. Mário Covas Júnior, 1285 - Porto Macuco, Santos - SP, 11020-300, Brazil"
-23.613097,-46.545183,-23.922908,-46.353124,61.6 km,61611.0,1 hour 13 mins,4389.0,"Av. Prosperidade, 300 - Prosperidade, São Caetano do Sul - SP, 09220-590, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-23.407321,-51.98424,-25.505405,-48.517371,540 km,539511.0,7 hours 26 mins,26756.0,"Av. Maj. Abelardo José da Cruz, 421 - Jardim Paris III, Maringá - PR, 87083-451, Brazil","Av. Gov. Manoel Ribas, 108 - João Gualberto, Paranaguá - PR, 83221-560, Brazil"
-8.248064,-34.999148,-5.764685,-35.375289,330 km,330283.0,4 hours 32 mins,16333.0,"Antiga Estrada Rodovia - Distrito Industrial Santo Estevão, Cabo de Santo Agostinho - PE, 54505, Brazil","Terminal do Aeroporto - Av. Dr. Ruy Pereira dos Santos, 3100 - Aeroporto, São Gonçalo do Amarante - RN, 59290-000, Brazil"
-18.876518,-48.30697,-23.008442,-47.144659,514 km,514464.0,6 hours 8 mins,22088.0,"Av. José Andraus Gassani, 191 - Distrito Industrial, Uberlândia - MG, 38402-322, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-25.517412,-49.321523,-23.927778,-46.371111,423 km,423015.0,5 hours 25 mins,19528.0,"Rua José Rodrigues Pinheiro, 2590 - Capão Raso, Curitiba - PR, 81170-200, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
-22.313276,-49.133789,-23.922774,-46.318757,419 km,419087.0,5 hours 8 mins,18475.0,"SP-294 - Nucleo Hab. Edson Francisco da Silva, Bauru - SP, 17057, Brazil","Unnamed Road, Santos - SP, Brazil"
-23.008442,-47.144659,-22.828385,-43.246138,506 km,505534.0,6 hours 16 mins,22564.0,"Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil","Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil"
-23.425529,-46.487609,-22.828385,-43.246138,410 km,409714.0,5 hours 14 mins,18865.0,"R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil","Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil"
-23.747239,-46.559391,-29.747888,-57.083624,"1,563 km",1563025.0,20 hours 55 mins,75281.0,"Av. Nicola Demarchi, 1500 - Parque Botujuru, São Bernardo do Campo - SP, 09820-655, Brazil","Av. Min. Assis Brasil, 4485 - Santo Inacio, Uruguaiana - RS, 97511-800, Brazil"
-29.771028,-52.420889,-33.672274,-53.444504,536 km,536492.0,6 hours 52 mins,24701.0,"RST-471 - Philip Morris - Liberdade, Santa Cruz do Sul - RS, Brazil","BR-471, Chuí - Rocha, 96255-000, Brazil"
-25.517412,-49.321523,-23.924612,-46.344577,427 km,426604.0,5 hours 35 mins,20086.0,"Rua José Rodrigues Pinheiro, 2590 - Capão Raso, Curitiba - PR, 81170-200, Brazil","Av. Eng. Augusto Barata, 411 - Morro da Penha, Santos - SP, 11095-000, Brazil"
-23.573073,-46.604626,-23.008442,-47.144659,98.1 km,98107.0,1 hour 23 mins,4964.0,"R. Guarda de Honra, 301 - Ipiranga, São Paulo - SP, 04201-070, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-23.681718,-46.697327,-29.747888,-57.083624,"1,539 km",1538987.0,20 hours 48 mins,74878.0,"Av. das Nações Unidas, 22428 - Jurubatuba, São Paulo - SP, 04775, Brazil","Av. Min. Assis Brasil, 4485 - Santo Inacio, Uruguaiana - RS, 97511-800, Brazil"
-23.947927,-46.315956,-30.912105,-55.508841,"1,624 km",1624123.0,19 hours 46 mins,71158.0,"Av. Álvaro Fontes, 17 - Docas, Santos - SP, 11013-720, Brazil","Ac. Pôrto Seco, 221 - Internacional, Santana do Livramento - RS, 97577-540, Brazil"
-22.44143,-44.368614,-23.928333,-46.369167,348 km,348305.0,4 hours 4 mins,14664.0,"Via C - Agulhas Negras, Resende - RJ, 27540, Brazil","Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil"
-26.903933,-48.71163,-26.904543,-48.656028,8.4 km,8402.0,18 mins,1073.0,"R. Francisco Reis, 1205 - Cordeiros, Itajaí - SC, 88311-750, Brazil","R. Dr. Pedro Ferreira, 50 - Centro, Itajaí - SC, 88301-030, Brazil"
-23.642804,-46.325548,-19.022251,-57.689835,"1,465 km",1465054.0,17 hours 47 mins,63991.0,"R. José Augusto Dos Santos, 116 - Parque Palmeiras, Suzano - SP, 08630-565, Brazil","Rod. Ramon Gomes - Corumbá, MS, Brazil"
-22.842349,-47.150053,-32.533532,-53.356914,"1,591 km",1591136.0,19 hours 0 mins,68378.0,"Av. Comendador Aladino Selmi, 5216 - Vila San Martin, Campinas - SP, 13069-096, Brazil","BR-116, 700, Jaguarão - RS, 96300-000, Brazil"
-23.052352,-45.625589,-23.008442,-47.144659,207 km,206837.0,2 hours 28 mins,8900.0,"Rod. Floriano Rodrigues Pinheiro, 581 - Jardim Santa Teresa, Taubaté - SP, 12042-000, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-23.928333,-46.369167,-23.922908,-46.353124,4.1 km,4108.0,11 mins,634.0,"Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-23.423586,-47.35866,-29.747888,-57.083624,"1,512 km",1511738.0,21 hours 0 mins,75622.0,"Rodovia Senador José Ermírio de Moraes, 2-132, Sorocaba - SP, Brasil, Sorocaba - SP, Brazil","Av. Min. Assis Brasil, 4485 - Santo Inacio, Uruguaiana - RS, 97511-800, Brazil"
-22.828385,-43.246138,-19.022251,-57.689835,"1,820 km",1820181.0,21 hours 51 mins,78678.0,"Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil","Rod. Ramon Gomes - Corumbá, MS, Brazil"
-21.286838,-46.692812,-23.008442,-47.144659,231 km,230662.0,2 hours 48 mins,10087.0,"BR-146, nº 100, Guaxupé - MG, 37800-000, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-22.842349,-47.150053,-23.970583,-46.296805,191 km,191320.0,2 hours 41 mins,9679.0,"Av. Comendador Aladino Selmi, 5216 - Vila San Martin, Campinas - SP, 13069-096, Brazil","Av. Gov. Mário Covas Júnior, 1285 - Porto Macuco, Santos - SP, 11020-300, Brazil"
-22.44143,-44.368614,-22.895512,-43.183987,158 km,158369.0,2 hours 14 mins,8058.0,"Via C - Agulhas Negras, Resende - RJ, 27540, Brazil","Av. Rodrigues Alves, 81 - Centro, Rio de Janeiro - RJ, 20091-000, Brazil"
-23.642804,-46.325548,-23.970583,-46.296805,77.0 km,77033.0,1 hour 34 mins,5666.0,"R. José Augusto Dos Santos, 116 - Parque Palmeiras, Suzano - SP, 08630-565, Brazil","Av. Gov. Mário Covas Júnior, 1285 - Porto Macuco, Santos - SP, 11020-300, Brazil"
-23.613097,-46.545183,-23.926389,-46.341944,60.9 km,60864.0,1 hour 10 mins,4222.0,"Av. Prosperidade, 300 - Prosperidade, São Caetano do Sul - SP, 09220-590, Brazil","Av. Eng. Augusto Barata, 199 - Porto Saboó, Santos - SP, 11081, Brazil"
-29.132459,-51.190494,-25.511146,-54.565616,844 km,843800.0,12 hours 39 mins,45517.0,"R. Sem Denominacao, 290 - Pôr do Sol, Caxias do Sul - RS, 95042-260, Brazil","Rua Edgard Schimmelpfeng, 640 - Imóvel Acaraizinho, Foz do Iguaçu - PR, 85863-640, Brazil"
-20.25927,-40.296372,-22.828385,-43.246138,539 km,538873.0,7 hours 29 mins,26911.0,"Via Pardais, 38 - Maria Ortiz, Vitória - ES, 29072-070, Brazil","Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil"
-22.875688,-47.124929,-28.590784,-56.030806,"1,391 km",1391342.0,18 hours 19 mins,65935.0,"R. Osvaldo Blum, 75 - Parque Via Norte, Campinas - SP, 13065-710, Brazil","RN121, Corrientes, Argentina"
-26.242207,-48.638987,-23.425529,-46.487609,599 km,598877.0,7 hours 59 mins,28765.0,"R. Fernandes Dias, 77 - Centro, São Francisco do Sul - SC, 89240-000, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-8.365199,-35.043825,-23.926389,-46.341944,"2,674 km",2674186.0,1 day 14 hours,135663.0,"Unnamed Road - Ipojuca, PE, 55590-000, Brazil","Av. Eng. Augusto Barata, 199 - Porto Saboó, Santos - SP, 11081, Brazil"
-23.681718,-46.697327,-23.922774,-46.318757,77.6 km,77581.0,1 hour 29 mins,5338.0,"Av. das Nações Unidas, 22428 - Jurubatuba, São Paulo - SP, 04775, Brazil","Unnamed Road, Santos - SP, Brazil"
-28.234812,-48.667916,-25.532708,-49.174669,362 km,361777.0,4 hours 36 mins,16581.0,"R. A, 55 - Village, Imbituba - SC, 88780-000, Brazil","Unnamed Road - Águas Belas, São José dos Pinhais - PR, 83010, Brazil"
-18.52234,-48.16148,-23.008442,-47.144659,566 km,566141.0,6 hours 59 mins,25136.0,"Unnamed Road - Amanhece, Araguari - MG, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-23.926389,-46.341944,-23.962603,-46.297071,7.9 km,7879.0,17 mins,992.0,"Av. Eng. Augusto Barata, 199 - Porto Saboó, Santos - SP, 11081, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-19.706232,-47.979743,-23.008442,-47.144659,412 km,411735.0,4 hours 52 mins,17500.0,"Av. Cel. Zacarias Borges de Araújo, 532 - Distrito Industrial I, Uberaba - MG, 38064-700, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-19.947702,-44.160691,-23.927778,-46.371111,619 km,618863.0,8 hours 4 mins,29018.0,"Av. Campo de Ourique, 1603 - Jardim Alterosa, Betim - MG, 32670-704, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
-25.505405,-48.517371,-25.532708,-49.174669,83.8 km,83772.0,1 hour 20 mins,4777.0,"Av. Gov. Manoel Ribas, 108 - João Gualberto, Paranaguá - PR, 83221-560, Brazil","Unnamed Road - Águas Belas, São José dos Pinhais - PR, 83010, Brazil"
-23.494815,-46.843764,-25.511146,-54.565616,"1,034 km",1034026.0,12 hours 28 mins,44873.0,"Alameda Amazonas, 330 - Alphaville Industrial, Barueri - SP, 06454-070, Brazil","Rua Edgard Schimmelpfeng, 640 - Imóvel Acaraizinho, Foz do Iguaçu - PR, 85863-640, Brazil"
-23.926389,-46.341944,-23.922774,-46.318757,36.0 km,36001.0,43 mins,2580.0,"Av. Eng. Augusto Barata, 199 - Porto Saboó, Santos - SP, 11081, Brazil","Unnamed Road, Santos - SP, Brazil"
-29.132459,-51.190494,-29.747888,-57.083624,667 km,666538.0,9 hours 1 min,32487.0,"R. Sem Denominacao, 290 - Pôr do Sol, Caxias do Sul - RS, 95042-260, Brazil","Av. Min. Assis Brasil, 4485 - Santo Inacio, Uruguaiana - RS, 97511-800, Brazil"
-23.494815,-46.843764,-23.922908,-46.353124,94.5 km,94463.0,1 hour 31 mins,5463.0,"Alameda Amazonas, 330 - Alphaville Industrial, Barueri - SP, 06454-070, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-19.947702,-44.160691,-19.375669,-43.57543,129 km,129076.0,2 hours 25 mins,8704.0,"Av. Campo de Ourique, 1603 - Jardim Alterosa, Betim - MG, 32670-704, Brazil","Jaboticatubas, MG, 35830-000, Brazil"
-23.928333,-46.369167,-23.425529,-46.487609,87.9 km,87926.0,1 hour 35 mins,5700.0,"Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-22.925891,-42.078086,-22.828385,-43.246138,164 km,163508.0,2 hours 24 mins,8650.0,"Avenida Adolfo Beranger Júnior 5485, Cabo Frio - RJ, 28909-030, Brazil","Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil"
-26.880534,-48.649086,-23.425529,-46.487609,631 km,630909.0,8 hours 19 mins,29911.0,"R. Manoel Leopoldo Rocha, 531 - Meia Praia, Navegantes - SC, 88375-000, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-21.586401,-45.47072,-23.928333,-46.369167,378 km,377661.0,5 hours 12 mins,18690.0,"Av. José Ribeiro Tristão, 1699 - Aeroporto, Varginha - MG, 37031-075, Brazil","Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil"
-29.989934,-51.176718,-23.008442,-47.144659,"1,196 km",1196223.0,14 hours 28 mins,52083.0,"Avenida Severo Dulius - Anchieta, Porto Alegre - RS, 90200-310, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-8.248064,-34.999148,-8.128981,-34.918344,19.8 km,19767.0,22 mins,1297.0,"Antiga Estrada Rodovia - Distrito Industrial Santo Estevão, Cabo de Santo Agostinho - PE, 54505, Brazil","Terminal de Cargas Azul Recife - Praça Min. Salgado Filho - Imbiribeira, Recife - PE, 51210-902, Brazil"
-23.223612,-45.861625,-1.387621,-48.479569,"2,966 km",2966379.0,1 day 16 hours,145152.0,"R. Dra. Tânia Lis Tizzoni Nogueira, snº - Campus do CTA, São José dos Campos - SP, 12227-000, Brazil","Vila Aeronautica, 282 - Val de Caes, Belém - PA, 66115-970, Brazil"
-22.842349,-47.150053,-23.928333,-46.369167,179 km,179217.0,2 hours 18 mins,8277.0,"Av. Comendador Aladino Selmi, 5216 - Vila San Martin, Campinas - SP, 13069-096, Brazil","Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil"
-23.931667,-46.365,-23.922908,-46.353124,4.3 km,4344.0,13 mins,759.0,"Tv. São Jorge, 710 - Chico de Paula, Santos - SP, 11085-405, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-26.904543,-48.656028,-23.008442,-47.144659,675 km,675319.0,8 hours 35 mins,30909.0,"R. Dr. Pedro Ferreira, 50 - Centro, Itajaí - SC, 88301-030, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-23.681718,-46.697327,-23.922908,-46.353124,65.4 km,65378.0,1 hour 18 mins,4679.0,"Av. das Nações Unidas, 22428 - Jurubatuba, São Paulo - SP, 04775, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-23.747239,-46.559391,-25.511146,-54.565616,"1,083 km",1082518.0,13 hours 20 mins,48007.0,"Av. Nicola Demarchi, 1500 - Parque Botujuru, São Bernardo do Campo - SP, 09820-655, Brazil","Rua Edgard Schimmelpfeng, 640 - Imóvel Acaraizinho, Foz do Iguaçu - PR, 85863-640, Brazil"
-18.856357,-41.941383,-19.63277,-43.964248,339 km,339092.0,5 hours 30 mins,19791.0,"Av. Brasil, 2866 - Centro, Gov. Valadares - MG, 35020-070, Brazil","Aeroporto Internacional de Belo Horizonte - BH Airport - LMG-800, 76, Confins - MG, 33500-000, Brazil"
-23.924157,-46.386852,-23.922908,-46.353124,5.9 km,5915.0,17 mins,1016.0,"Av. Ver. Alfredo das Neves, 2331a - Alemoa, Santos - SP, 11095-510, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-12.914071,-38.328995,-23.425529,-46.487609,"1,964 km",1964407.0,1 day 3 hours,97822.0,"Alameda da Holanda, 639 - São Cristóvão, Salvador - BA, 41510-343, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-21.286838,-46.692812,-23.924656,-46.345949,371 km,370842.0,4 hours 42 mins,16926.0,"BR-146, nº 100, Guaxupé - MG, 37800-000, Brazil","Av. Eng. Antônio Alves Freire, 85 - Alemoa, Santos - SP, 11010-270, Brazil"
-32.030602,-52.094417,-25.505405,-48.517371,959 km,959005.0,12 hours 55 mins,46490.0,"R. Ewbank, 35 - Centro, Rio Grande - RS, 96200-080, Brazil","Av. Gov. Manoel Ribas, 108 - João Gualberto, Paranaguá - PR, 83221-560, Brazil"
-23.681718,-46.697327,-33.672274,-53.444504,"1,635 km",1634708.0,19 hours 50 mins,71395.0,"Av. das Nações Unidas, 22428 - Jurubatuba, São Paulo - SP, 04775, Brazil","BR-471, Chuí - Rocha, 96255-000, Brazil"
-15.66275,-55.982554,-23.962603,-46.297071,"1,600 km",1600110.0,21 hours 3 mins,75796.0,"R. V, 525 - Distrito Industrial, Cuiabá - MT, 78098-480, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-15.66275,-55.982554,-23.924612,-46.344577,"1,592 km",1592116.0,20 hours 51 mins,75069.0,"R. V, 525 - Distrito Industrial, Cuiabá - MT, 78098-480, Brazil","Av. Eng. Augusto Barata, 411 - Morro da Penha, Santos - SP, 11095-000, Brazil"
-20.227518,-40.368443,-20.328086,-40.309449,30.7 km,30692.0,41 mins,2434.0,"Estr. Trilho do Trem p/ BR 101 - Padre Mathias, Cariacica - ES, Brazil","Rua Beira Mar, 262 - Glória, Vila Velha - ES, 29120-755, Brazil"
-22.842349,-47.150053,-23.9475,-46.277222,203 km,203410.0,2 hours 43 mins,9766.0,"Av. Comendador Aladino Selmi, 5216 - Vila San Martin, Campinas - SP, 13069-096, Brazil","R. Brg. Eduardo Gomes, 1300 - Vila Aurea (Vicente De Carvalh, Guarujá - SP, 11460-410, Brazil"
-19.947702,-44.160691,-23.962603,-46.297071,630 km,630446.0,8 hours 25 mins,30303.0,"Av. Campo de Ourique, 1603 - Jardim Alterosa, Betim - MG, 32670-704, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-23.924612,-46.344577,-23.962603,-46.297071,8.4 km,8444.0,19 mins,1147.0,"Av. Eng. Augusto Barata, 411 - Morro da Penha, Santos - SP, 11095-000, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-19.706232,-47.979743,-25.511146,-54.565616,"1,087 km",1087203.0,13 hours 50 mins,49828.0,"Av. Cel. Zacarias Borges de Araújo, 532 - Distrito Industrial I, Uberaba - MG, 38064-700, Brazil","Rua Edgard Schimmelpfeng, 640 - Imóvel Acaraizinho, Foz do Iguaçu - PR, 85863-640, Brazil"
-23.613097,-46.545183,-23.928333,-46.369167,57.5 km,57503.0,1 hour 3 mins,3756.0,"Av. Prosperidade, 300 - Prosperidade, São Caetano do Sul - SP, 09220-590, Brazil","Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil"
-12.832,-38.4034,-23.425529,-46.487609,"1,947 km",1947487.0,1 day 3 hours,96917.0,"Unnamed Road, Simões Filho - BA, 43700-000, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-20.25927,-40.296372,-23.425529,-46.487609,952 km,952069.0,12 hours 23 mins,44591.0,"Via Pardais, 38 - Maria Ortiz, Vitória - ES, 29072-070, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.223612,-45.861625,2.841929,-60.694779,"4,688 km",4688212.0,2 days 17 hours,235144.0,"R. Dra. Tânia Lis Tizzoni Nogueira, snº - Campus do CTA, São José dos Campos - SP, 12227-000, Brazil","Boa Vista International Airport (BVB) - Praça Santos Dumont, 100 angar gollog - Aeroporto, Boa Vista - RR, 69304-650, Brazil"
-19.947702,-44.160691,-23.957539,-46.275117,649 km,648751.0,8 hours 21 mins,30074.0,"Av. Campo de Ourique, 1603 - Jardim Alterosa, Betim - MG, 32670-704, Brazil","R. Brg. Eduardo Gomes, 2129 - Sítio Paecara (Vicente de Carvalho), Guarujá - SP, 11460-410, Brazil"
-23.967882,-46.328887,-23.922908,-46.353124,8.4 km,8369.0,27 mins,1613.0,"Av. Washington Luis - Vila Matias, Santos - SP, 11050-201, Brazil","Brasil Terminal Portuário - Av. Eng. Augusto Barata, s/n - Porto Alemoa, Santos - SP, Brazil"
-22.530099,-43.065578,-23.008442,-47.144659,541 km,541212.0,6 hours 50 mins,24594.0,"Unnamed Road - Santo Aleixo, Magé - RJ, 25903-587, Brazil","Av. Embarque, 290 - Jardim Chapadão, Campinas - SP, 13070-051, Brazil"
-18.876518,-48.30697,-23.425529,-46.487609,614 km,614411.0,7 hours 19 mins,26348.0,"Av. José Andraus Gassani, 191 - Distrito Industrial, Uberlândia - MG, 38402-322, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-24.988688,-53.329886,-25.505405,-48.517371,583 km,583009.0,7 hours 48 mins,28095.0,"BR-277, 77277-77375 - São Salvador, Cascavel - PR, Brazil","Av. Gov. Manoel Ribas, 108 - João Gualberto, Paranaguá - PR, 83221-560, Brazil"
-12.9334,-38.5102,-12.9708,-38.5139,5.0 km,5006.0,9 mins,567.0,"Vila Operária 75, 24 - Bonfim, Salvador - BA, 40414-070, Brazil","Av. da França, 1553 - Comercio, Salvador - BA, 40010-000, Brasil, Salvador - BA, 40301-155, Brazil"
-23.494815,-46.843764,-23.922774,-46.318757,107 km,106666.0,1 hour 42 mins,6121.0,"Alameda Amazonas, 330 - Alphaville Industrial, Barueri - SP, 06454-070, Brazil","Unnamed Road, Santos - SP, Brazil"
-23.924612,-46.344577,-23.922774,-46.318757,36.0 km,36021.0,44 mins,2633.0,"Av. Eng. Augusto Barata, 411 - Morro da Penha, Santos - SP, 11095-000, Brazil","Unnamed Road, Santos - SP, Brazil"
-22.828385,-43.246138,-22.930628,-43.838309,75.2 km,75240.0,1 hour 10 mins,4190.0,"Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil","Sepetiba Tecon - Estrada Prefeito Wilson Pedro Francisco, s/n - Ilha da Madeira, Itaguaí - RJ, 23826-600, Brazil"
-3.130691,-59.964117,4.480429,-61.149013,967 km,966695.0,15 hours 47 mins,56796.0,"Estr. do Paredão, 116 - Distrito Industrial, Manaus - AM, 69075, Brazil","BR-174, Pacaraima - RR, 69345-000, Brazil"
-23.859532,-46.351225,-23.962603,-46.297071,33.0 km,33040.0,38 mins,2251.0,"4JRX+HQ, Santos - State of São Paulo, Brazil","Vicente de Carvalho, Guarujá - State of São Paulo, Brazil"
-23.538573,-46.755232,-23.922774,-46.318757,94.7 km,94714.0,1 hour 31 mins,5455.0,"Av. Pres. Altíno, 1925 - Jaguaré, São Paulo - SP, 05323-002, Brazil","Unnamed Road, Santos - SP, Brazil"
-26.903933,-48.71163,-23.425529,-46.487609,629 km,629166.0,8 hours 5 mins,29128.0,"R. Francisco Reis, 1205 - Cordeiros, Itajaí - SC, 88311-750, Brazil","R. Interna do Aeroporto Internacional de Guarulhos, 321 - Aeroporto, Guarulhos - SP, Brazil"
-23.928333,-46.369167,-23.922774,-46.318757,34.7 km,34730.0,38 mins,2308.0,"Av. Marginal da Anchieta S/N - Chico de Paula, Santos - SP, 11095-000, Brazil","Unnamed Road, Santos - SP, Brazil"
-19.375669,-43.57543,-29.771832,-57.045485,"2,230 km",2229752.0,1 day 6 hours,107172.0,"Jaboticatubas, MG, 35830-000, Brazil","R. Perimetral Sul, 253 - Distrito Rodoviário, Uruguaiana - RS, 97513-400, Brazil"
-23.494815,-46.843764,-23.927778,-46.371111,90.1 km,90148.0,1 hour 19 mins,4764.0,"Alameda Amazonas, 330 - Alphaville Industrial, Barueri - SP, 06454-070, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
-22.773508,-43.409072,-22.828385,-43.246138,25.2 km,25249.0,29 mins,1723.0,"Rod. Pres. Dutra, 10501 - Rocha Sobrinho, Mesquita - RJ, 26551-200, Brazil","Unnamed Road - Galeão, Rio de Janeiro - RJ, 21941-570, Brazil"
-26.904543,-48.656028,-23.9475,-46.277222,624 km,623897.0,8 hours 6 mins,29160.0,"R. Dr. Pedro Ferreira, 50 - Centro, Itajaí - SC, 88301-030, Brazil","R. Brg. Eduardo Gomes, 1300 - Vila Aurea (Vicente De Carvalh, Guarujá - SP, 11460-410, Brazil"
-23.927778,-46.371111,-23.922774,-46.318757,37.6 km,37581.0,40 mins,2409.0,"Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil","Unnamed Road, Santos - SP, Brazil"
-22.842349,-47.150053,-28.590784,-56.030806,"1,398 km",1398266.0,18 hours 24 mins,66269.0,"Av. Comendador Aladino Selmi, 5216 - Vila San Martin, Campinas - SP, 13069-096, Brazil","RN121, Corrientes, Argentina"
-23.423586,-47.35866,-23.927778,-46.371111,149 km,148508.0,1 hour 58 mins,7097.0,"Rodovia Senador José Ermírio de Moraes, 2-132, Sorocaba - SP, Brasil, Sorocaba - SP, Brazil","Rod. Anchieta - Chico de Paula, Santos - SP, 11095-000, Brazil"
