origem_latitude,origem_longitude,dest_realizado_latitude,dest_realizado_longitude
-26.904543,-48.656028,-25.532708,-49.174669
-23.052352,-45.625589,-29.747888,-57.083624
-23.616957,-46.884909,-23.425529,-46.487609
-23.573073,-46.604626,-33.672274,-53.444504
-22.828385,-43.246138,-29.989934,-51.176718
-25.505405,-48.517371,-23.425529,-46.487609
-23.425529,40.983010,-29.989934,-51.176718
-23.748410,-46.583398,-23.927778,-46.371111
-26.950575,-48.750261,-23.927222,-46.334722
-23.494815,-46.843764,-23.931667,-46.365000
-16.632042,-49.228669,-23.425529,-46.48609
-8.248064,-34.999148,-23.008442,-47.144659
18.856357,41.941383,-19.375669,-43.575430
-20.328141,-40.329577,-22.828385,-43.246138
-26.950575,-48.750261,-23.927778,-46.371111
-22.375077,-41.780680,-29.747888,-57.083624
-22.925891,-42.078086,-23.927222,-46.334722
-23.425529,-46.487609,-29.989934,-51.176718
-20.233624,-40.372041,-23.425529,-46.487609
-3.130691,-59.964117,-3.029735,-60.041227
-23.925552,-46.376209,-23.927778,-46.371111
-23.573073,-46.604626,-23.926389,-46.341944
-23.747239,-46.559391,-23.928333,-46.369167
-25.595218,-54.488828,2.841929,-60.694779
-23.613097,-46.545183,-23.922774,-46.318757
-21.586401,-45.470720,-23.926389,-46.341944
-23.747239,-46.559391,-28.590784,-56.030806
-26.904543,-48.656028,-26.242207,-48.638987
-19.375669,-43.575430,-8.128981,-34.918344
-23.927778,-46.371111,-23.425529,-46.487609
-23.515252,-46.720741,-23.425529,-46.487609
-23.642804,-46.325548,-23.924656,-46.345949
-23.642804,-46.325548,-23.957539,-46.275117
-23.528605,-46.740544,23.425529,46.487609
-23.681718,-46.697327,-23.928333,-46.369167
-22.828385,-43.246138,-22.828385,-43.246138
-3.130691,-59.964117,-3.155787,-59.990834
18.876518,48.306970,-23.962603,-46.297071
-25.505405,-48.517371,-23.008442,-47.144659
-23.747239,-46.559391,-23.931667,-46.365000
-23.851501,-46.381161,-23.922774,-46.318757
-19.947702,-44.160691,-23.008442,-47.144659
-23.927778,-46.371111,-23.970583,-46.296805
-23.538573,-46.755232,-23.538573,-46.755232
-22.883193,-43.117472,-22.895512,-43.183987
-23.929722,-46.372778,-23.929722,-46.372778
-23.613097,-46.545183,-25.511146,-54.565616
-18.856357,-41.941383,-19.375669,-43.575430
-12.832000,-38.403400,-12.832000,-38.403400
-23.747239,-46.559391,-23.922908,-46.353124
-19.947702,-44.160691,-23.922774,-46.318757
-29.894283,-51.173923,-33.672274,-53.444504
-25.532708,-49.174669,-25.532708,-49.174669
-23.499243,-46.407787,-23.425529,-46.487609
-26.129881,-48.626560,-26.904543,-48.656028
-25.595218,-54.488828,-25.595218,-54.488828
-23.924202,-46.372288,-23.924202,-46.372288
-22.876618,-43.211749,-23.931667,-46.365000
-21.586401,-45.470720,-23.927778,-46.371111
-26.884009,-48.725901,-23.425529,-46.487609
-21.640186,-43.456678,-22.828385,-43.246138
-3.549535,-38.819589,-22.930628,-43.838309
-8.128981,-34.918344,-5.764685,-35.375289
-23.561237,-46.668814,-23.425529,-46.487609
-22.842349,-47.150053,-22.842349,-47.150053
-29.715709,-51.111095,-29.715709,-51.111095
-18.856357,-41.941383,-15.872229,-47.922192
-22.313276,-49.133789,-22.313276,-49.133789
-23.613097,-46.545183,-23.957539,-46.275117
-18.856357,-41.941383,-18.856357,-41.941383
-23.613097,-46.545183,-23.931667,-46.365000
-20.233624,-40.372041,-22.828385,-43.246138
-23.262304,-45.950952,-23.922774,-46.318757
-19.947702,-44.160691,-22.930628,-43.838309
-22.875688,-47.124929,-23.922908,-46.353124
-26.950575,-48.750261,-25.532708,-49.174669
-23.423586,-47.358660,-23.423586,-47.358660
-29.715709,-51.111095,-23.425529,-46.487609
-22.877543,-43.223631,-22.877543,-43.223631
-19.947702,-44.160691,-23.970583,-46.296805
-23.545369,-46.639773,-23.425529,-46.487609
-23.543885,-46.652509,-23.425529,-46.487609
-23.927778,-46.371111,-23.928333,-46.369167
-23.748410,-46.583398,-23.926389,-46.341944
-23.929578,-46.337235,-23.922908,-46.353124
-22.876618,-43.211749,-23.947500,-46.277222
-12.832000,-38.403400,-29.747888,-57.083624
-22.812505,-43.274016,-22.812505,-43.274016
-23.613097,-46.545183,-19.022251,-57.689835
-23.538573,-46.755232,-10.940950,-69.567460
-26.950575,-48.750261,-25.505405,-48.517371
-21.586401,-45.470720,-22.828385,-43.246138
-22.876618,-43.211749,-23.957539,-46.275117
-19.947702,-44.160691,-19.022251,-57.689835
-15.662750,-55.982554,-23.922774,-46.318757
-23.561321,-46.639079,-23.425529,-46.487609
-26.904543,-48.656028,-26.904543,-48.656028
-22.875688,-47.124929,-23.924656,-46.345949
-23.313097,-45.812190,-23.425529,-46.487609
-22.925891,-42.078086,-23.962603,-46.297071
-23.563313,-46.671212,-23.425529,-46.487609
-23.538573,-46.755232,-28.590784,-56.030806
-23.928333,-46.369167,-23.008442,-47.144659
-23.425529,-46.487609,-29.894283,-51.173923
-23.926389,-46.341944,-23.931667,-46.365000
-22.753518,-47.355252,-23.425529,-46.487609
-26.895409,-49.088262,-23.425529,-46.487609
-22.883193,-43.117472,-22.930628,-43.838309
-15.662750,-55.982554,-23.970583,-46.296805
-16.042164,-47.956460,-23.425529,-46.487609
-20.227518,-40.368443,-23.927778,-46.371111
-20.239831,-40.370722,-23.425529,-46.487609
-15.662750,-55.982554,-23.425529,-46.487609
-23.924157,-46.386852,-23.927222,-46.334722
-23.538573,-46.755232,-29.771832,-57.045485
-23.931667,-46.365000,-23.962603,-46.297071
-8.128981,-34.918344,-23.425529,-46.487609
-22.877543,-43.223631,-23.962603,-46.297071
-22.875688,-47.124929,-23.927222,-46.334722
-29.771028,-52.420889,-29.894283,-51.173923
-23.223612,-45.861625,1.387621,48.479569
-20.328086,-40.309449,-20.259270,-40.296372
-29.989934,-51.176718,-23.425529,-46.487607
-19.375669,-43.575430,2.841929,-60.694779
-2.583208,-44.236233,-23.425529,-46.487609
-23.223612,-45.861625,-5.774424,-35.204760
-22.223380,-45.873405,-23.928333,-46.369167
-22.875688,-47.124929,-23.927778,-46.371111
-23.568028,-46.663609,-23.425529,-46.487609
-22.930628,-43.838309,-23.922908,-46.353124
-3.029735,-60.041227,-22.828385,-43.246138
-23.926389,-46.341944,-23.425529,-46.487609
-23.262304,-45.950952,-23.931667,-46.365000
-23.010033,-44.317434,-23.008442,-47.144659
-20.259270,-40.296372,-30.912105,-55.508841
-22.876618,-43.211749,-23.962603,-46.297071
-23.313097,-45.812190,-23.927222,-46.334722
-23.923007,-46.381522,-23.922908,-46.353124
-22.828385,-43.246138,-3.778340,-38.534974
-23.970583,-46.296805,-23.927778,-46.371111
-10.951558,-37.073591,-8.392991,-34.971536
-23.423586,-47.358660,-23.924612,-46.344577
-5.774424,-35.204760,-3.712706,-38.474235
-15.872229,-47.922192,-25.595218,-54.488828
-21.640186,-43.456678,-22.895512,-43.183987
-23.433333,-46.491667,-23.425529,-46.487609
-21.286838,-46.692812,-23.927222,-46.334722
-23.538573,-46.755232,-19.022251,-57.689835
-23.223612,-45.861625,-23.922774,-46.318757
0.050013,-51.069298,3.851355,-51.823056
-26.241231,-48.879787,-23.008442,-47.144659
-22.895512,-43.183987,-23.970583,-46.296805
-23.613097,-46.545183,-23.927778,-46.371111
-26.241231,-48.879787,-29.771832,-57.045485
-23.959090,-46.314841,-23.928333,-46.369167
-26.950575,-48.750261,-26.242207,-48.638987
-20.328141,-40.329577,-20.259270,-40.296372
-25.517412,-49.321523,-23.962603,-46.297071
-23.262304,-45.950952,-23.926389,-46.341944
-22.875688,-47.124929,-23.931667,-46.365000
-3.712706,-38.474235,-3.777100,-38.533000
-29.894283,-51.173923,-32.533532,-53.356914
-23.262304,-45.950952,-28.590784,-56.030806
-26.242207,-48.638987,-26.904543,-48.656028
-23.433396,-46.491530,-23.425529,-46.487609
-25.505405,-48.517371,-26.904543,-48.656028
-27.573619,-54.672925,-23.957539,-46.275117
-23.748410,-46.583398,-23.922774,-46.318757
-23.928333,-46.369167,-25.517412,-49.321523
-20.322132,-40.340563,-20.259270,-40.296372
-29.989934,-51.176718,-23.42552,-46.487609
-16.632042,-49.228669,-23.42552,-46.487609
-23.748410,-46.583398,-23.931667,-46.365000
-20.328141,-40.329577,-23.008442,-47.144659
-20.233624,-40.372041,-23.008442,-47.144659
-23.538573,-46.755232,-23.927778,-46.371111
-29.989934,-51.176718,-46.487609,-23.425529
-26.853597,-48.729149,-26.242207,-48.638987
-12.642467,-38.306291,-12.642467,-38.306291
-23.573073,-46.604626,-23.922774,-46.318757
-29.894283,-51.173923,-29.989934,-51.176718
-23.928333,-46.369167,-29.715709,-51.111095
-29.894283,-51.173923,-28.590784,-56.030806
-25.517412,-49.321523,-23.008442,-47.144659
-16.632042,-49.228669,-16.632042,-49.228669
-23.423586,-47.358660,-23.928333,-46.369167
-23.226612,-45.861625,-8.128981,-34.918344
23.223612,-45.861625,-3.029735,-60.041227
-23.757186,-46.582209,-23.962603,-46.297071
-25.532708,-49.174669,-29.989934,-51.176718
-22.223380,-45.873405,-23.42529,-46.487609
-23.747239,-46.559391,-23.425529,-46.787609
-10.951558,-37.073591,-12.970800,-38.513900
-25.595218,-54.488828,-1.387621,-48.479569
-1.424906,-48.491270,-1.424906,-48.491270
-23.052352,-45.625589,-23.922908,-46.353124
-20.328086,-40.309449,-23.425529,-46.487609
-18.876518,-48.306970,-18.876518,-48.306970
-23.205404,-45.882460,-23.008442,-47.144659
-23.681718,-46.697327,-23.927222,-46.334722
-25.532708,-49.174669,-23.42552,-46.487609
-23.927222,-46.334722,-23.947927,-46.315956
-15.662750,-55.982554,-23.927778,-46.371111
-23.584395,-46.675078,-23.425529,-46.487609
-23.328052,-51.138572,-25.532708,-49.174669
-23.223612,-45.861625,-23.926389,-46.341944
-23.851501,-46.381161,-23.851501,-46.381161
-23.851501,-46.381161,-23.962603,-46.297071
-25.517412,-49.321523,-23.425529,-46.487609
-12.933400,-38.510200,-23.425529,-46.487609
-7.143040,-34.952771,-23.42552,-46.487609
-25.505405,-48.517371,-23.926389,-46.341944
-23.223612,-45.861625,-20.468689,-54.676312
-29.132459,-51.190494,-28.590784,-56.030806
-29.894283,-51.173923,-11.026444,-68.751194
-23.748410,-46.583398,-23.928333,-46.369167
-22.812647,-43.273870,-22.828385,-43.246138
-25.595218,-54.488828,-23.42552,-46.487609
-26.904543,-48.656028,-23.962603,-46.297071
-2.578333,-44.368461,-2.578333,-44.368461
-2.578333,-44.368461,-3.549535,-38.819589
-23.423586,-47.358660,-23.924656,-46.345949
-26.236922,-48.589707,-25.532708,-49.174669
-23.223612,-45.861625,-22.828385,-43.246138
-29.788230,-52.407895,-32.030602,-52.094417
-7.143040,-34.952771,-23.425529,-46.487609
-22.883193,-43.117472,-22.883193,-43.117472
-19.375669,-43.575430,-23.922774,-46.318757
-19.947702,-44.160691,-23.922908,-46.353124
-22.882422,-43.231486,-22.895512,-43.183987
-1.387621,-48.479569,-23.425529,-46.487609
-27.670113,-48.548154,-29.989934,-51.176718
-23.262304,-45.950952,-23.927778,-46.371111
-23.959090,-46.314841,-23.927778,-46.371111
-22.875688,-47.124929,-33.672274,-53.444504
-29.132459,-51.190494,-26.904543,-48.656028
-23.962048,-46.286809,-25.511146,-54.565616
-23.573073,-46.604626,-23.927778,-46.371111
-23.000397,-44.243848,-22.828385,-43.246138
-22.930628,-43.838309,-23.962603,-46.297071
-23.642804,-46.325548,-23.926389,-46.341944
-22.828385,-43.246138,0.050013,-51.069298
-26.241231,-48.879787,-26.950575,-48.750261
-22.842349,-47.150053,-23.927778,-46.371111
-3.130691,-59.964117,-3.151545,-59.997958
-15.872229,-47.922192,-23.008442,-47.144659
-8.365199,-35.043825,-8.128981,-34.918344
-23.494815,-46.843764,-29.747888,-57.083624
-1.387621,-48.479569,-8.128981,-34.918344
-21.839250,-46.646205,-23.922908,-46.353124
-23.963137,-46.472959,-23.922774,-46.318757
-25.563829,-49.169391,-25.532708,-49.174669
-20.233624,-40.372041,-20.233624,-40.372041
-23.568542,-46.618567,-23.425529,-46.487609
-22.828385,-43.246138,-22.895512,-43.183987
-15.662750,-55.982554,-23.008442,-47.144659
-23.681138,-46.558066,-23.425529,-46.487609
-26.241231,-48.879787,-26.904543,-48.656028
-12.970800,-38.513900,-32.030602,-52.094417
-18.856357,-41.941383,-23.008442,-47.144659
-23.573073,-46.604626,-23.928333,-46.369167
-22.828385,-43.246138,-25.595218,-54.488828
-3.029735,-60.041227,-23.223612,-45.861625
-23.567487,-46.664286,-23.425529,-46.487609
-18.522340,-48.161480,-23.922908,-46.353124
-23.925552,-46.376209,-23.926389,-46.341944
-23.922421,-46.384537,-23.962603,-46.297071
-19.375669,-43.575430,-5.764685,-35.375289
-23.567964,-46.660419,-23.425529,-46.487609
-22.223380,-45.873405,-23.922774,-46.318757
-23.851501,-46.381161,-23.922908,-46.353124
-23.925552,-46.376209,-23.931667,-46.365000
-25.505405,-48.517371,-23.928333,-46.369167
-22.842349,-47.150053,-30.912105,-55.508841
-29.788230,-52.407895,-23.425529,-46.487609
-23.748410,-46.583398,-29.771832,-57.045485
-23.947927,-46.315956,-23.922774,-46.318757
-26.223333,-48.800833,-26.242207,-48.638987
-20.233624,-40.372041,-19.022251,-57.689835
-23.052352,-45.625589,-23.927778,-46.371111
-23.962603,-46.297071,-23.972369,-46.266599
-20.233624,-40.372041,-23.926389,-46.341944
-1.387621,-48.479569,-1.438763,-48.494448
-23.747239,-46.559391,-23.957539,-46.275117
-19.925639,-44.050901,-19.925639,-44.050901
-22.313276,-49.133789,-23.927778,-46.371111
-26.241231,-48.879787,-26.241231,-48.879787
-26.241231,-48.879787,-23.927778,-46.371111
-23.223612,-45.861625,-23.962603,-46.297071
-23.949724,-46.313000,-23.931667,-46.365000
-22.805000,-46.237600,-23.425529,-46.487609
-25.595218,-54.488828,-23.008442,-47.144659
-20.239831,-40.370722,-23.008442,-47.144659
-12.933400,-38.510200,-12.914071,-38.328995
-18.522340,-48.161480,-23.926389,-46.341944
-23.223612,-45.861625,-3.029735,-60.029735
-26.950575,-48.750261,-23.928333,-46.369167
-22.441430,-44.368614,-22.930628,-43.838309
-29.894283,-51.173923,-23.922774,-46.318757
-22.974703,-43.390658,-23.962603,-46.297071
-15.652592,-56.119126,-15.872229,-47.922192
-25.563829,-49.169391,-26.242207,-48.638987
-16.397060,-48.932505,-15.872229,-47.922192
-3.549535,-38.819589,-12.970800,-38.513900
-12.970800,-38.513900,-23.922908,-46.353124
-22.223380,-45.873405,-22.828385,-43.246138
-29.989934,-51.176718,-23.425529,46.487609
-26.129881,-48.626560,-23.425529,-46.487609
-23.926389,-46.341944,-23.008442,-47.144659
-32.030602,-52.094417,-32.030602,-52.094417
-29.989934,-51.176718,-29.990541,-51.175363
-23.925552,-46.376209,-23.925552,-46.376209
-23.925552,-46.376209,-23.928333,-46.369167
-12.970800,-38.513900,-12.914071,-38.328995
-23.681718,-46.697327,-23.931667,-46.365000
-23.223612,-45.861625,-3.027735,-60.041227
-22.441430,-44.368614,-23.425529,-46.487609
-32.030602,-52.094417,-29.715709,-51.111095
-22.658996,-43.772319,-22.930628,-43.838309
-20.259270,-40.296372,-23.008442,-47.144659
-23.847410,-46.397732,-23.922774,-46.318757
-23.621322,-46.633415,-23.425529,-46.487609
-23.922774,-46.318757,-23.972369,-46.266599
-22.441430,-44.368614,-22.441430,-44.368614
-23.947500,-46.277222,-23.947500,-46.277222
-25.505405,-48.517371,-25.505405,-48.517371
-26.880534,-48.649086,-26.880534,-48.649086
-22.812505,-43.274016,-22.828385,-43.246138
-23.927778,-46.371111,-23.931667,-46.365000
-23.681718,-46.697327,-23.957539,-46.275117
-22.667999,-43.296503,-22.828385,-43.246138
-8.392991,-34.971536,-12.970800,-38.513900
-22.812647,-43.273870,-23.008442,-47.144659
-3.712706,-38.474235,-3.778340,-38.534974
-19.375669,-43.575430,-19.632012,-43.964025
-26.950575,-48.750261,-29.771832,-57.045485
-23.613097,-46.545183,-30.912105,-55.508841
-18.846518,-48.306970,-23.922774,-46.318757
-26.950575,-48.750261,-26.904543,-48.656028
-19.828590,-40.069094,-20.259270,-40.296372
-22.812647,-43.273870,-22.895512,-43.183987
-22.828385,-43.246138,-23.957539,-46.275117
-20.468689,-54.676312,-3.029735,-60.041227
-22.875688,-47.124929,-23.957539,-46.275117
-26.853597,-48.729149,-23.425529,-46.487609
-22.812505,-43.274016,-22.895512,-43.183987
-22.667999,-43.296503,-22.895512,-43.183987
-22.873014,-43.230902,-22.895512,-43.183987
-23.328052,-51.138572,2.841929,-60.694779
-22.873494,-43.233163,-22.895512,-43.183987
-18.856357,-41.941383,-19.632012,-43.964025
-22.812505,-43.274016,-23.922908,-46.353124
-23.581131,-46.676175,-23.425529,-46.487609
-22.828385,-43.246138,-23.962603,-46.297071
-23.008442,-47.144659,-23.928333,-46.369167
-19.947702,-44.160691,-19.925639,-44.050901
-23.573073,-46.604626,-23.925552,-46.376209
-21.839250,-46.646205,-23.922774,-46.318757
-23.008442,-47.144659,-23.927778,-46.371111
-23.545647,-46.640991,-23.425529,-46.487609
-22.883073,-43.236652,-22.883073,-43.236652
-18.856357,-41.941283,-23.425529,-46.487609
-23.433333,-46.491667,-23.922908,-46.353124
-20.323438,-40.347221,-20.322132,-40.340563
-20.323438,-40.347221,-20.323438,-40.347221
-26.950575,-48.750261,-19.022251,-57.689835
-8.392991,-34.971536,-3.549535,-38.819589
-23.548292,-46.637104,-23.425529,-46.487609
-26.242207,-48.638987,-23.962603,-46.297071
-25.517412,-49.321523,-26.904543,-48.656028
-23.573073,-46.604626,-30.912105,-55.508841
-26.903933,-48.711630,-23.008442,-47.144659
-22.313276,-49.133789,-23.926389,-46.341944
-22.313276,-49.133789,-23.928333,-46.369167
-23.425529,-46.487609,-3.778340,-38.534974
-23.425529,-46.487609,-25.532708,-49.174669
-23.230052,-45.856870,-3.029735,-60.041227
-23.230052,-23.856870,-3.029735,-60.041227
-23.230052,-45.856870,-8.128981,-34.918344
-22.828385,-43.246138,-30.912105,-55.508841
-3.029735,-60.041227,-23.230052,-23.856870
-3.029735,-60.041227,-23.230052,-45.856870
-3.029735,-60.041227,-23.230052,-46.856870
-23.230052,-46.856870,-3.029735,-60.041227
-23.230052,-45.856870,-29.989934,-51.176718
-22.896018,-43.215244,-22.895512,-43.183987
-22.896018,-43.215244,-22.896018,-43.215244
23.230052,-45.856870,-3.029735,-60.041227
-22.882422,-43.231486,-22.882422,-43.231486
-23.922774,-46.318757,-23.931667,-46.365000
-19.375669,-43.575430,-3.029735,-60.041227
-23.223612,-45.861625,-2.029735,-60.041227
-22.812647,-43.273870,-22.812647,-43.273870
-26.880534,-48.649086,-23.927778,-46.371111
-20.328141,-40.329577,-23.425529,-46.487609
-21.852979,-41.021890,-22.895512,-43.183987
-22.223380,-45.873405,-23.927778,-46.371111
-23.947500,-46.277222,-23.008442,-47.144659
-23.957539,-46.275117,-23.927222,-46.334722
-23.494815,-46.843764,-23.947500,-46.277222
-23.425529,-46.487609,-23.926389,-46.341944
-26.242207,-48.638987,-25.505405,-48.517371
-25.563829,-49.169391,-25.563829,-49.169391
-23.924157,-46.386852,-23.922774,-46.318757
-19.925639,-44.050901,-23.922774,-46.318757
-22.773508,-43.409072,-23.008442,-47.144659
-21.640186,-43.456678,-22.930628,-43.838309
-3.712706,-38.474235,-3.580134,-38.847904
-3.549535,-38.819589,-32.030602,-52.094417
-25.505405,-48.517371,-25.517412,-49.321523
-21.640186,-43.456678,-25.511146,-54.565616
-23.748410,-46.583398,-23.927222,-46.334722
-25.563829,-49.169391,-23.008442,-47.144659
-23.538573,-46.755232,-23.927222,-46.334722
-3.778340,-38.534974,-5.764685,-35.375289
-27.573619,-54.672925,-32.030602,-52.094417
-19.375669,-43.575430,-23.927778,-46.371111
-22.875688,-47.124929,-22.875688,-47.124929
-20.225630,-40.259651,-20.328086,-40.309449
-29.132459,-51.190494,-29.132459,-51.190494
-22.842349,-47.150053,-23.927222,-46.334722
-29.788230,-52.407895,-23.008442,-47.144659
-23.949724,-46.313000,-23.927778,-46.371111
-16.632042,-49.228669,-23.922908,-46.353124
-23.425529,-46.487609,-23.962603,-46.297071
-26.884009,-48.725901,-26.950575,-48.750261
-26.241231,-48.879787,-25.511146,-54.565616
-26.883894,-48.708655,-26.242207,-48.638987
-23.008442,-47.144659,-23.924656,-46.345949
-26.236922,-48.589707,-26.904543,-48.656028
-8.128981,-34.918344,-23.008442,-47.144659
-23.425529,-46.487609,-23.928333,-46.369167
-10.000000,-20.000000,-15.872229,-47.922192
-18.186518,-48.306970,-23.008442,-47.144659
-22.667999,-43.246138,-23.425529,-46.487609
-2.583208,-44.236233,-3.778340,-38.534974
-23.924708,-46.381495,-23.922908,-46.353124
-3.778340,-38.534974,-3.778340,-38.534974
-23.538573,-46.755232,-23.947927,-46.315956
-23.847410,-46.397732,-23.962603,-46.297071
-26.241231,-48.879787,-23.926389,-46.341944
-23.949724,-46.313000,-23.922908,-46.353124
-20.227518,-40.368443,-22.895512,-43.183987
-28.234812,-48.667916,-26.242207,-48.638987
-23.927778,-46.371111,-23.927778,-46.371111
-22.667999,-43.296503,-23.008442,-47.144659
-3.778340,-38.534974,-23.008442,-47.144659
-3.029735,-60.041227,-3.029735,-60.041227
-29.715709,-51.111095,-29.894283,-51.173923
-23.922774,-46.318757,-23.851501,-46.381161
-22.812647,-43.273870,-23.425529,-46.487609
-23.642804,-46.325548,-23.928333,-46.369167
-23.851501,-46.381161,-23.931667,-46.365000
-23.924708,-46.381495,-23.922774,-46.318757
-12.970800,-38.513900,-22.930628,-43.838309
-26.129881,-48.626560,-23.008442,-47.144659
-23.223612,-45.861625,-23.927778,-46.371111
-29.132459,-51.190494,-23.008442,-47.144659
-23.230052,-45.856870,-5.774424,-35.204760
-22.876337,-43.223938,-22.876337,-43.223938
-23.425529,-46.487609,-23.423586,-47.358660
23.433333,46.491667,-23.425529,-46.487609
-16.397060,-48.932505,-23.008442,-47.144659
-15.662750,-55.982554,-25.505405,-48.517371
-22.842349,-47.150053,-33.672274,-53.444504
-23.922774,-46.318757,-23.847410,-46.397732
-22.811720,-43.287049,-25.511146,-54.565616
-8.392991,-34.971536,-5.764685,-35.375289
-29.771028,-52.420889,-29.771028,-52.420889
-21.839250,-46.646205,-21.839250,-46.646205
-22.883193,-43.117472,-23.425529,-46.487609
-22.883073,-43.236652,-23.008442,-47.144659
-32.030602,-52.094417,-26.242207,-48.638987
-26.129881,-48.626560,-23.926389,-46.341944
-23.052352,-45.625589,-26.904543,-48.656028
-23.927222,-46.334722,-23.922774,-46.318757
-3.155787,-59.990834,-3.155787,-59.990834
-32.030602,-52.094417,-29.894283,-51.173923
-19.947702,-44.160691,-23.947500,-46.277222
-23.851501,-46.381161,-23.923460,-46.391145
-26.129881,-48.626560,-26.950575,-48.750261
-23.962603,-46.297071,-23.008442,-47.144659
-23.433396,-46.491530,-23.922774,-46.318757
-23.433396,-46.491530,-23.922908,-46.353124
-22.811720,-43.287049,-23.926389,-46.341944
-22.811720,-43.287049,-23.928333,-46.369167
-23.949724,-46.313000,-23.962603,-46.297071
-23.223612,-45.861625,-5.764685,-35.375289
-29.989934,-51.176718,-29.894283,-51.173923
-23.847410,-46.397732,-23.922908,-46.353124
-23.922774,-46.318757,-23.926389,-46.341944
-19.375669,-43.575430,-23.962603,-46.297071
-23.922421,-46.384537,-22.895512,-43.183987
-22.925891,-42.078086,-23.008442,-47.144659
-23.433396,-46.491530,-23.962603,-46.297071
-22.875688,-47.124929,-23.925552,-46.376209
-23.494815,-46.843764,-23.925552,-46.376209
-23.967882,-46.328887,-23.962603,-46.297071
-20.328141,-40.329577,-20.328141,-40.329577
-26.236922,-48.589707,-23.008442,-47.144659
-27.670113,-48.548154,-23.008442,-47.144659
-23.924157,-46.386852,-23.924157,-46.386852
-23.922774,-46.318757,-23.922774,-46.318757
-22.812647,-43.273870,-23.926389,-46.341944
-23.922774,-46.318757,-23.008442,-47.144659
-26.129881,-48.626560,-19.022251,-57.689835
-19.948221,-44.025549,-22.930628,-43.838309
-25.505405,-48.517371,-23.927222,-46.334722
-22.867416,-43.216187,-22.895512,-43.183987
-22.805125,-43.337255,-22.895512,-43.183987
-20.328086,-40.309449,-23.008442,-47.144659
-20.227518,-40.368443,-22.930628,-43.838309
-23.947927,-46.315956,-23.425529,-46.487609
-23.262304,-45.950952,-23.927222,-46.334722
-23.962603,-46.297071,-23.922908,-46.353124
-23.927222,-46.334722,-23.425529,-46.487609
-23.925556,-46.345556,-23.925556,-46.345556
-20.468689,-54.676312,-20.468689,-54.676312
-8.392991,-34.971536,-22.930628,-43.838309
-23.962603,-46.297071,-23.425529,-46.487609
-26.241231,-48.879787,-27.670113,-48.548154
-22.828385,-43.246138,-23.922908,-46.353124
-22.876618,-43.211749,-23.922774,-46.318757
-26.853597,-48.729149,-26.853597,-48.729149
-23.962603,-46.297071,-23.928333,-46.369167
-22.885129,-43.218308,-22.895512,-43.183987
-1.387757,-48.479522,-23.425529,-46.487609
-22.885129,-43.218308,-22.885129,-43.218308
-22.223380,-45.873405,2.841929,-60.694779
-20.258764,-40.290486,-23.425529,-46.487609
-26.950575,-48.750261,-27.670113,-48.548154
-23.925556,-46.345556,-23.008442,-47.144659
-21.586401,-45.470720,-22.930628,-43.838309
-25.563829,-49.169391,-23.926389,-46.341944
-12.832000,-38.403400,-23.931667,-46.365000
-23.925556,-46.345556,-23.425529,-46.487609
-23.922908,-46.353124,-23.423586,-47.358660
-19.375669,-43.575430,-23.931667,-46.365000
-22.223380,-45.873405,-25.595218,-54.488828
-23.931667,-46.365000,-23.008442,-47.144659
-23.230052,-45.856870,-23.230052,-45.856870
-21.586401,-45.470720,-25.595218,-54.488828
-22.223380,-45.873405,-20.468689,-54.676312
-23.560250,-46.659252,-23.425529,-46.487609
-21.586401,-45.470720,-22.895512,-43.183987
-23.052352,-45.625589,-23.947927,-46.315956
-26.129881,-48.626560,-26.129881,-48.626560
-25.595218,-54.488828,-29.989934,-51.176718
-22.812647,-43.273870,-23.962603,-46.297071
-23.922908,-46.353124,-23.425529,-46.487609
-23.928333,-46.369167,-23.926389,-46.341944
-23.922908,-46.353124,-23.925013,-46.372433
-22.223380,-45.873405,-22.223380,-45.873405
-23.847410,-46.397732,-23.847410,-46.397732
-20.258764,-40.290486,-23.008442,-47.144659
-23.561237,46.668814,-23.425529,-46.487609
-22.313276,-49.133789,-22.895512,-43.183987
-12.914071,-38.328995,-8.128981,-34.918344
-16.397060,-48.932505,-23.922774,-46.318757
-23.962603,-46.297071,-3.549535,-38.819589
-23.962048,-46.286809,-23.425529,-46.487609
-23.052352,-45.625589,-23.927222,-46.334722
-25.563829,-49.169391,-23.922774,-46.318757
-22.876618,-43.211749,-23.008442,-47.144659
-23.959090,-46.314841,-23.425529,-46.487609
-19.947702,-44.160691,-23.927222,-46.334722
-21.756930,-41.319129,-21.756930,-41.319129
-23.928333,-46.369167,-26.904543,-48.656028
-21.756930,-41.319129,-22.895512,-43.183987
-23.947927,-46.315956,-23.947927,-46.315956
-23.927778,-46.371111,-23.008442,-47.144659
-32.030602,-52.094417,-23.922774,-46.318757
-29.788230,-52.407895,-29.788230,-52.407895
-12.832000,-38.403400,-23.925556,-46.341944
-19.947702,-44.160691,-23.925556,-46.341944
-3.712706,-38.474235,-3.712706,-38.474235
-25.517412,-49.321523,-23.925556,-46.341944
-29.715709,-51.111095,-23.925556,-46.341944
-23.230052,-45.856870,-8.129981,-34.918344
-23.925556,-46.341944,-23.926389,-46.341944
-23.922774,-46.318757,-23.962603,-46.297071
-23.923944,-46.386619,-23.962603,-46.297071
